time,language,tweets
2021-04-01 21:01:59,en,"Understand the distribution of the COVID-19 vaccine globally and determine how vaccination rates will impact your business for the remainder of 2021. #DataSharing #DataMarketplace 

Watch the video now: https://t.co/ztrRH72Bvb #DataSharing #DataMarketplace @StarschemaLtd"
2021-04-01 21:01:56,en,Fuck you Covid! #covid_19 #vaccine #pfizer #usc #downtown #firstdosedone💉✔️ @georgieikram https://t.co/AMsbyaMPBf
2021-04-01 21:01:54,en,"Complex Event Analysis on latest NEWS: 
20210401 1401 PST 
Top News Focus : 
(growth,immigration), (covid-19,vaccine), (economic,growth)
https://t.co/oJoIDPATmM"
2021-04-01 21:01:52,en,This bitch got her first COVID-19 vaccine shot. https://t.co/bnbdZlw4SG
2021-04-01 21:01:51,en,Good news! https://t.co/eYKH0Y19VL
2021-04-01 21:01:51,en,"Haw many not noticed the mix up

https://t.co/y4keHcpPhG"
2021-04-01 21:01:47,en,'We can't help them': Covid vaccine delays hit vulnerable Melbourne tower residents https://t.co/KwYbflNn9R
2021-04-01 21:01:46,en,@sailorariana98 Call the 877 number. They will call you back within 24 hrs to schedule an appt for you. The 877 number has appts that only they can give out. I just made my appts thru them! https://t.co/pE0GGssxZQ
2021-04-01 21:01:45,und,https://t.co/SThGSXsYQl
2021-04-01 21:01:38,en,"Very grateful to have my first Pfizer vaccine shot. The soreness is no joke, but it is receding. My friends are still catching the virus and VT is still breaking new case numbers. Do not be an asshole by getting lazy about precautions! #COVID #vaccine #PfizerBioNTech"
2021-04-01 21:01:35,en,"@redsox0974 @afroponylicious @charliekirk11 When did Trump get his vaccine? Oh, right, hard to know since he did it in secret. Guess he didn't want people to know he didn't even believe his own Covid hoax narrative."
2021-04-01 21:01:34,en,Poll: 1 in 4 Parents Won't Vaccinate Their Kids Against COVID https://t.co/Bx9TxVfD8m
2021-04-01 21:01:34,en,Poll: 1 in 4 Parents Won't Vaccinate Their Kids Against COVID https://t.co/Xk2s0ZUZ0u
2021-04-01 21:01:33,en,@DavidLWindt You have taken 6 seconds of this out of context. Dr. Hotez had already said we will require a booster to keep up with variants. It only means COVID is mutating faster than we can get vaccines. So bye bye nut job. Dr. Campbell is not anti vaccine either. Shame on you.
2021-04-01 21:01:32,en,Can Vaccinations Stop COVID Transmission? https://t.co/8ywzcpRoe7
2021-04-01 21:01:31,en,"See what UHURU’s Covid-19 vaccine, AstraZeneca, is doing to people after injection? No wonder RUTO and others have shunned it and gone for Sputnik jab | E! NEWS Blog https://t.co/rX55ThHu47  via @TheKenyanPost"
2021-04-01 21:01:29,en,@N33Ama @andersonDrLJA 2/2 those antibodies are the same antibodies that everyone else has except they can identify any of the COVID cell proteins and trigger an immune response. But they die out like other antibodies and do not replicate. So I got my vaccine but next year I’d have to get it again.
2021-04-01 21:01:29,en,Covid-19: EMA defends AstraZeneca vaccine as Germany and Canada halt rollouts https://t.co/qKQqr4siV8
2021-04-01 21:01:26,en,Pfizer says its COVID-19 vaccine has 100 percent efficacy in young people https://t.co/5lqcachUcI
2021-04-01 21:01:26,en,"@EBlechett Not only that he went to get a covid test today because he has the symptoms even though he has gotten both vaccine shots from the VA., And my sister lost 5k today to someone in China who stole her robinhood stock.
Robinhood was notified 4 days ago and they still let it go through"
2021-04-01 21:01:25,en,"@JulieBorowski Or, those who see the vaccine as potentially more dangerous to them than Covid. They matter too."
2021-04-01 21:01:25,en,"One Million Wisconsinites Have Been Fully Vaccinated Against COVID-19 -Strong indicator that our vaccine program is working, says DHS Secretary-designee
Karen Timberlake.
https://t.co/qc56pBZ0lc https://t.co/yO4fmHDsOr"
2021-04-01 21:01:25,en,"me: gets covid vaccine “I’m gonna take it easy today and not overwork myself so I feel okay!”

literally every costumer ever today: needs so much help and is very dependent and makes me run around everywhere 🙃 https://t.co/byBAJ7P4yQ"
2021-04-01 21:01:24,en,This COVID vaccine got me tired and hungry. I want junk food. No good.
2021-04-01 21:01:23,en,"Pfizer COVID-19 vaccine is 90% effective for at least 6 months and protects against South Africa variant, study shows https://t.co/9aBQg50tJf via @usatoday"
2021-04-01 21:01:19,en,"$OCGN Ocugen, Bharat Biotech near FDA submission for Covid-19 vaccine https://t.co/y6AX0R31v6 via @PHLBizJournal"
2021-04-01 21:01:19,en,"@SkyNews Covid vaccination passports makes zero sense, you can still catch and transmit Covid after having the vaccine, added to that it would be against human rights, the Covid vaccine is no more enforceable than the MMR vaccine, are they going to stop children going to school next"
2021-04-01 21:01:17,en,"Daily News |  Philly will move to next vaccine phase Monday, expanding eligibility as cases rise https://t.co/zpC0jHBAzl"
2021-04-01 21:01:17,en,The way ppl press u about the vaccine deadass gets me tight like who tf cares if someone didn’t get it yet they will just get covid and you won’t that’s great for you mind your business 😭
2021-04-01 21:01:16,en,Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign - CNN https://t.co/Wapa03ErP4
2021-04-01 21:01:16,en,"UK Yellow Card report today: ""Up to and including 24 March, we had received 22 reports of cerebral venous sinus thrombosis . . . and 8 reports of other thrombosis events with low platelets, out of a total of 18.1 million doses of COVID-19 Vaccine AstraZeneca given by that date."""
2021-04-01 21:01:15,en,Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign - CNN https://t.co/P3UOuCEDXQ
2021-04-01 21:01:14,en,COVID-19: Boris Johnson says vaccine passports will ‘definitely’ become part of international travel | Politics News https://t.co/YxMkD0YOqY
2021-04-01 21:01:13,en,"Deputy Chief Medical Officer, Professor Michael Kidd AM answers the top 3 COVID-19 vaccine questions regarding reasons to vaccinate, COVID-19 vaccine and cancer, and getting tested after vaccination. To find out more visit: https://t.co/qFq796mQjT
#health https://t.co/HylZZRmxMf"
2021-04-01 21:01:12,und,"https://t.co/udV2pYqDTB

#psychology #therapy #relationships #JamesTobinPhD #covid-19 #newportbeach #oc #socal #virtual #newyear #spring  #2021 #vaccine #speakup #love #March #springbreak #joy #help #teenhelp #parenting"
2021-04-01 21:01:10,en,"Having had covid, this is further reason why I don't need a vaccine. Use it on people who actually need it. https://t.co/GfYpDBoL47"
2021-04-01 21:01:09,en,COVID-19 Vaccine App Will Be Used To Help Bring Concerts Back In New York https://t.co/ErcXEliXbG
2021-04-01 21:01:07,en,@DE2344 @MarkLelandMD @Digit_007 @peterdaou The vaccine works on all current variants including the south African.... they literally just put out a study confirming this in vaccinated covid ward nurses. Eventually there will be a variant that gets through if we don't vaccinate fast enough though
2021-04-01 21:01:07,en,"The Covid-19 vaccine roll-out has left many with questions about timing, safety, &amp; what to expect – particularly those with diabetes

Learn more about the COVID-19 vaccines from @BeyondType1:  https://t.co/rITxFnzsSR

#myAMCR #DiabetesAndCovid19 #Covid19VaccineQuestions https://t.co/Qt0MqBHVQy"
2021-04-01 21:01:07,en,"Despite the vaccine campaign being pushed throughout the nation, cases of COVID-19 have continued their climb in the United States, up 15 percent from two weeks ago, averaging about 63,000 new cases of #COVID19 each day. #Michigan

https://t.co/kzmyU9tHE8"
2021-04-01 21:01:07,en,Single dose Johnson &amp; Johnson COVID vaccine to be delivered in EU from April 19 https://t.co/mSuRXcWgt4 https://t.co/Lv0cMHWzYN
2021-04-01 21:01:07,en,"The University prepares to administer nearly 2,500 COVID vaccine doses to students, faculty and staff, beginning Monday, April 5.

Read the release: https://t.co/um7IB2qOvb

Visit the coronavirus website: https://t.co/DpuXXQPR1x https://t.co/bY1x9CQ29t"
2021-04-01 21:01:06,en,"As of 04/01 17:01 EST: New appointment(s) available at [CVS - Glendale]

https://t.co/V3mViTmtbG"
2021-04-01 21:01:06,en,"As of 04/01 17:01 EST: New appointment(s) available at [CVS - Chandler]

https://t.co/V3mViTmtbG"
2021-04-01 21:01:04,en,"Great news! Everyone 18+ can schedule an appointment on MyChart to receive a vaccine from Renown. Guardians can submit a form for minors ages 16 and 17 to schedule a vaccine appointment here: https://t.co/DmjkuwIqRN.
https://t.co/FUTFv2955m https://t.co/VOQcOgqyyD"
2021-04-01 21:01:02,en,"As of today, vaccine eligibility expands to include community members over the age of 50 in Monterey County. Eligible folks can register for an appointment at https://t.co/QlSLncVqye
Read the full article from @mcweekly: https://t.co/Bp7CRFrdMW https://t.co/qJ0MVu2kvE"
2021-04-01 21:01:02,en,A friendly reminder that the City-operated COVID-19 vaccine clinic at the Hangar (75 Carl Hall Road) will be opening on April 5th. For info on eligibility: https://t.co/oYZtXqdr0e. Directions: https://t.co/hcAzoPSHoP https://t.co/SHuEoYHuEQ
2021-04-01 21:01:00,en,"""I would not be surprised if this is a vaccine that we only get once,"" says @SCOTTeHENSLEY 
https://t.co/19VlCNiJXn"
2021-04-01 21:00:58,en,@Weathermetre @robertbenzie @ONgov @AstraZeneca Many pharmacies in Durham are participating. Find the list here: https://t.co/ArNrdLM0lg
2021-04-01 21:00:57,und,https://t.co/MsMx9ouT82
2021-04-01 21:00:57,en,"“The United States has recently committed an initial $2 billion—out of a total planned $4 billion—to the COVAX AMC, making the United States the single largest contributor to the international response to COVID-19.”

https://t.co/u9vxUsWrwN"
2021-04-01 21:00:56,en,Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign - CNN https://t.co/9o709oiKXm
2021-04-01 21:00:56,en,"@GLFHC seeks temporary help for COVID-19 Vaccine Clinics. We need Pharmacists, RNs, LPNs, Screeners, Registration &amp; Customer Support Staff. For more info visit our job postings at https://t.co/nzJXkg0JRp. To apply email HR@glfhc.org. No phone calls, please. #covid19chc https://t.co/U35xIgllCB"
2021-04-01 21:00:54,en,"Excellent news ! #GetVaccinated #StaySafe

https://t.co/qCUAx0MKzc"
2021-04-01 21:00:53,en,"Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign

https://t.co/iaVZ6slSCR"
2021-04-01 21:00:53,en,"⚠️ BOOK YOUR COVID VACCINE ⚠️ 

💉Please book your COVID-19 vaccine this Easter.  Appointments are available to: 
• all over 50s and 
• those in high-risk groups.  

📲 Call 119 or book 
👩🏾‍💻online at https://t.co/I7ycmjtKQE

#lewisham #Catford https://t.co/pMZzjM00vt"
2021-04-01 21:00:52,en,Imagine being dumb enough to believe a covid vaccine gives you covid 🥴
2021-04-01 21:00:51,und,hmm #vaccine #floyd #news #covid #health #biden #march #eligible #pandemic #vaccination https://t.co/ueOXFYR7hF
2021-04-01 21:00:50,en,"Those taking vaccines are shockingly ignorant of the criminal fraud behind Big Pharma
https://t.co/yt7B3jfdP8
Many people don’t seem to realize it, but nearly every vaccine manufacturer currently profiteering from covid-19 vaccines has a long history of criminal fraud, bribery, +"
2021-04-01 21:00:50,en,"Israel Soars on Bloomberg’s ‘Covid Resilience Ranking,’ With Rapid Vaccine Drive and Easing Restrictions https://t.co/kAOcEsQOtI"
2021-04-01 21:00:50,en,Bronx charter schools and doctors hold forums on COVID-19 vaccine https://t.co/NcJ8gLDBuZ
2021-04-01 21:00:48,en,How you can be forced to get the Covid vaccine https://t.co/I5LSWKMYTO
2021-04-01 21:00:46,en,"Took the COVID vaccine today, ran unlimited errands, attended a baby shower. I feel lifeless 😒"
2021-04-01 21:00:44,en,"Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign
https://t.co/V6JEEx2yfZ"
2021-04-01 21:00:43,en,"Joined ⁦@VP⁩ and ⁦@Surgeon_General⁩ for kickoff of Covid-19 Community Corp, of which ⁦@NTCAconnect⁩ is a member.  Encouraging community leaders to work with their neighbors on vaccine safety and efficacy so we can all move forward. #WeCanDoThis #WorthAShot https://t.co/zlvYKd1JrB"
2021-04-01 21:00:43,en,"Who's looking for COVID Vaccine positions? We have a #travelnursing opportunity in Louisville, KY! Contact our #recruiters at (718) 387-8181 to learn more! https://t.co/hVp4ymuhkm #NowHiring https://t.co/bFmMuvN1Kz"
2021-04-01 21:00:43,en,"Hartford's city employees, mayor, teachers among those to get COVID vaccine at clinics held to coincide with 16+ rollout. News 8's @EvaZymaris has more on News 8 at 5 and online &gt;&gt; https://t.co/i3CQCDs6DN https://t.co/qhq0e8XKqT"
2021-04-01 21:00:42,en,"Pfizer COVID vaccine 91% effective for up to 6 months

The vaccine was also 100% effective in South Africa, where the highly transmissible B1351 #COVID19 variant is dominant

https://t.co/UZIKyib7Tm https://t.co/jPNrpbU2UI"
2021-04-01 21:00:42,en,"Niagara Health Updates:
➡️ Our COVID-19 Assessment Centres will remain open over the Easter long weekend. 
➡️ Due to vaccine supply for next week, the hospital vaccine clinic will be closed on April 4 and will resume regular operations on April 5. Details: https://t.co/YVo2xeYJdN https://t.co/2KtkSMlqMl"
2021-04-01 21:00:41,en,"@PickBaudisBrain @tankeroffof @axios Good question. My body has killed the active covid virus that attacked it. But yes it could have lasting effects. So could the vaccine.  Or both could have none. Only time will tell, but thats just what beign alive in this time is. Every generation has dealt with some form of"
2021-04-01 21:00:38,en,"""I'm supporting local business!""

You're also potentially spreading COVID in an area with less vaccine access for locals, *plus* you already complain about paying stylists who could damn well be those vacation braiders' cousins living abroad"
2021-04-01 21:00:38,en,"Looking for a a way to fight COVID-19? Feeling powerless at home? Current students, faculty, and staff can volunteer now at the UT COVID Vaccine Clinic to help vaccinate our community!

Sign up now: https://t.co/S8nlR0KrVt https://t.co/rXQ3g25t3x"
2021-04-01 21:00:36,en,Just a reminder that you cannot get covid-19 from the covid vaccine because the vaccine isn’t a live vaccine so the virus doesn’t live in it (in laymen’s terms)
2021-04-01 21:00:36,en,"I will be talking tonight about #CovidVaccine side effects with @MarchForScience at 6 PM. Hope you can join us!
""What are the SIDE EFFECTS of COVID-19 vaccine?"" https://t.co/ryVkGUlGhN via @YouTube"
2021-04-01 21:00:35,en,Is one COVID-19 vaccine better than the rest? @whitemd is breaking it down on@azfamily https://t.co/0wIPCdUuD5
2021-04-01 21:00:35,en,"As part of efforts to lead #Covid19vaccine literacy in #staffing, we accepted the @BP2CONVINCE Global Covid-19 Workplace Challenge-launched to promote vaccine acceptance among employers &amp; workers. #JoinTheWorkplaceChallenge too! Visit https://t.co/Oxic0V27n1 https://t.co/QOkl0HjwsI"
2021-04-01 21:00:33,en,@pareddiepage Awfully quick to judge? And you failed to address the valid question. Sorry but poor and invalid response. Requiring citizens to get vaccine passports while admitting undocumented immigrants without a Covid test is huge double standard. Period.
2021-04-01 21:00:33,en,"Students will be eligible for the COVID-19 vaccine April 9. Some students who have preregistered for the COVID-19 mass vaccination clinic have run into problems.
https://t.co/IPcynQnhir"
2021-04-01 21:00:32,en,@HagleyTom1234 @Anshul__K you'd choose covid over the vaccine even as a young adult? Each to their own.
2021-04-01 21:00:31,en,Alex Tabarrok and Marginal Revolution have been vindicated. Are We Much Too Timid in the Way We Fight Covid-19? https://t.co/FpJMMCCXvu
2021-04-01 21:00:31,en,"@peterdaou The vaccine is a protection, not a cure. You can still get covid-19 and be sick and still be a carrier."
2021-04-01 21:00:29,en,"Is it even legal to mandate a COVID-19 vaccine for returning college students?

It's a ""novel legal issue,"" experts say, since -- for now -- the vaccines aren't fully approved by the FDA.

https://t.co/vZ4zz6cRyP"
2021-04-01 21:00:29,en,Find the latest information about COVID-19 Vaccine Registration in the Island Health region at: https://t.co/t7Y0ZcRABQ https://t.co/qyB2iyXcst
2021-04-01 21:00:27,en,Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign https://t.co/hqxm5kKFq8
2021-04-01 21:00:24,en,"@djesustweets4u I respectfully disagree, especially as a close friend of mine died from Covid last week after refusing to get a vaccine."
2021-04-01 21:00:24,en,"Travel nurses come from all over the United States to aid overburdened healthcare systems. As of March 15, there were nearly 2,000 travel nurses deployed by the California Department of Public Health across the state to help with vaccinations. https://t.co/gKcaTP3xKP"
2021-04-01 21:00:24,en,@rmm300 @WGRZ Considering that Pneumonia is one of the big complications from COVID I'm honestly surprised they haven't just recommended everyone get the Pneumonia vaccine?? At least that one has been studied and approved for use.
2021-04-01 21:00:23,en,"This Easter weekend, help spare us another #COVID_19 spike by continuing to practice social distancing, wearing a mask and washing your hands. When it’s your turn, get your vaccine to stay safe this spring 💉 🌷🌤 Happy #Easter2021 weekend! https://t.co/Bw0IijlyIH"
2021-04-01 21:00:22,en,THINK BEFORE SHARING | Just got your COVID-19 vaccine and want to share the news? The Better Business Bureau says you shouldn't post a picture of your vaccination card on social media. Here's why: https://t.co/8vmveP42So
2021-04-01 21:00:22,en,"ALL MARYLANDERS age 16 and older can now pre-register for an appointment to receive a COVID-19 vaccine at a mass vaccination site. While the state is still working to vaccinate priority groups, please pre-register as soon as you can. https://t.co/0B2squ4Nz9"
2021-04-01 21:00:20,en,"When a dose of a COVID-19 vaccine leaves a U.S. manufacturing plant, its path can be traced all the way to the hospital or clinic representative signing for the shipment at its destination. What happens next is not always clear.​ https://t.co/67o5vUYr3v"
2021-04-01 21:00:20,en,"The Pfizer-BioNTech Covid-19 vaccine elicits an “off-the-scale” immune response, British researchers said after a real-world study of the drug https://t.co/9qS7X48CYo"
2021-04-01 21:00:19,en,The COVID-19 Community Council is a volunteer body that will be composed of 40 people who will meet (virtually) twice a month.  https://t.co/iQc5ObUSBV
2021-04-01 21:00:18,en,"Ex-Nigerian Minister Who Claimed Covid-19 Vaccine Is 'Evil', Gets Vaccinated, Gives Reason @PremiumTimesng: https://t.co/9nWHO5HTDl #Nigeria https://t.co/e90Ue9x1M7"
2021-04-01 21:00:18,en,"Walgreens saw profits rise as the pharma chain has administered 8m+ vaccines in its stores.

https://t.co/jaQZFPYzfB

#Walgreens #pharma #vaccine"
2021-04-01 21:00:17,en,"Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign
https://t.co/syGEZ7YgCK"
2021-04-01 21:00:17,en,"Are you older than 60 years old or know someone who is? You are eligible to receive the COVID-19 vaccine. Get vaccinated today &amp; help #BuildImmunityForOurCommunity
Register for an appointment TODAY at the Community Vaccination Center:https://t.co/jBJeyomCz9 or call 1-800-525-0127 https://t.co/E9JxsSz6CQ"
2021-04-01 21:00:17,en,"Latin America's latest Covid surge could be worse than last year's, the Pan American Health Organization said, because of the Southern Hemisphere's recent summer travel, as well as vaccine supplies, which remain ""greatest challenge."" @pahowho
https://t.co/s2fbWM6qSN"
2021-04-01 21:00:17,en,"Pfizer says its vaccine continues to be effective against COVID-19 up to six months later.

https://t.co/oPJIF4ODGS"
2021-04-01 21:00:16,en,"Join Health Net and County of San Bernardino Department of Public Health on Friday, April 2nd for a COVID-19 vaccination clinic at the Mentone Branch Library.     

Vaccinations are by appointment only. To register, residents can go to: https://t.co/VeaQD3SNPI @SBCountyPH https://t.co/O6BjkfQy9C"
2021-04-01 21:00:14,en,"A dosage mix-up at a Baltimore production facility, which ruined about 15 million doses of Johnson &amp; Johnson's COVID vaccine, has prompted the U.S. Food and Drug Administration to delay certification of the facility.​  https://t.co/DDf4yO0rwv"
2021-04-01 21:00:14,en,Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign - CNN https://t.co/lIEPSUMiHQ
2021-04-01 21:00:14,en,"A Phase 3 study showed that the Pfizer COVID-19 vaccine is safe and effective for children ages 12 to 15, and COVID-19 was the country’s third leading cause of death last year, after heart disease and cancer. https://t.co/xrMC4jIoZw"
2021-04-01 21:00:14,en,"Here's why Adrienne Collins, METRO director of human resources, got the COVID-19 vaccine! #NoShotLeftBehind https://t.co/qOsaez0jvd"
2021-04-01 21:00:12,en,"All South Carolinians aged 16+ can get vaccinated! To get vaccinated, visit https://t.co/X5K6ElO7Fl to see locations currently accepting appointments. If you have vaccine related questions, call DHEC’s COVID-19 Vaccine Information Line (1-866-365-8110). #DontWaitVaccinate https://t.co/LJZUK7jamC"
2021-04-01 21:00:12,ja,"ファイザーなどのコロナワクチン、効果は6カ月持続
#新型コロナウイルス #ワクチン 
https://t.co/BGG0xMEZNA"
2021-04-01 21:00:12,en,Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign - CNN https://t.co/gLnTvnJ2ZX
2021-04-01 21:00:11,en,"“Adherents of far-right groups who cluster online have turned repeatedly to one particular website in recent weeks — the federal database showing deaths and adverse reactions nationwide among people who have received COVID-19 vaccinations."" https://t.co/KBJEwEe5jq"
2021-04-01 21:00:10,en,Quad-County residents and employees ages 16 and older are eligible to receive the #COVID19 vaccine at any Quad-County event starting 4/5! There are appointments for next week available. For more information and to schedule an appointment visit https://t.co/vLyLVtezhA https://t.co/LlsFQkcT7a
2021-04-01 21:00:10,en,"With COVID-19 vaccine eligibility opened up to all adult Hoosiers, school leaders are encouraging staff to get their shot, but it's unlikely schools will make COVID-19 vaccines a requirement for employees. https://t.co/W6zHsLHQSY"
2021-04-01 21:00:09,en,"Don't freak out if you get these side effects from a #Covid19vaccine They can actually be a good sign
https://t.co/gxpRgq6BTM"
2021-04-01 21:00:07,en,"A survey by @UFWF of more than 10,000 #farmworkers found that 73% were willing to receive the COVID-19 vaccine, but they still face obstacles in accessing it. https://t.co/jY8zLqPZEZ #EssentialWorkers"
2021-04-01 21:00:07,en,Covid: Tennis bodies urge hesitant players to get vaccine https://t.co/UD5l1zNq5Y
2021-04-01 21:00:07,en,getting the covid vaccine automatically makes you hot as fuck sorry I don't make the rules😇
2021-04-01 21:00:06,en,Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign - CNN https://t.co/pwxOhXYwgQ
2021-04-01 21:00:06,en,"I have written a new article about Johnson &amp; Johnson's tossing out 15 million COVID-19 vaccine doses — enough for vaccinating 7% of US adult population. 

The article, just published in @ConversationUS, is here:
https://t.co/wyMofRItFa"
2021-04-01 21:00:05,en,Poll: 1 in 4 Parents Won&amp;#039;t Vaccinate Their Kids Against COVID  #hl12 https://t.co/9KnziXAO7B
2021-04-01 21:00:04,en,Any Ohio resident 16 years of age and older is eligible to receive a COVID-19 vaccine! Sign up for the vaccine waitlist at  https://t.co/ZDQUbul0bx! #ShotOfHope #COVIDvaccine #Together #StopTheSpread #COVID19 #LiveLoveMOV #LiveMemorialWell #ExpectMore #ToHelpHumanity https://t.co/VdJSAvqr9u
2021-04-01 21:00:03,und,https://t.co/HACHbR2PoB
2021-04-01 21:00:03,en,"The Nebraska COVID-19 dashboard shows at least 345,562 residents have completed their vaccine series. This means 23.3% of Nebraska's 16 and older population has completed their vaccinations. https://t.co/nRQ3syM2pW"
2021-04-01 21:00:03,en,Karen Lynch got the big job at CVS. Now comes the big challenge: Vaccinate America https://t.co/lVDuQNY3v7
2021-04-01 21:00:02,en,NEWS—Deschutes County and St. Charles Health System have launched a new web page that allows people to sign up to be alerted when it’s their turn to receive a COVID-19 vaccination. https://t.co/zVDyUUxvTS https://t.co/mCVBmEOw8w
2021-04-01 21:00:02,en,"River Valley Health &amp; Dental will hold a second Covid-19 Vaccine Event this Saturday, April 3 to provide second dose vaccines to 360 eligible patients and community members from 7:45 to 11:45 a.m. #NCPA https://t.co/lVF6kob62R"
2021-04-01 21:00:02,und,https://t.co/jP063lNiD7
2021-04-01 21:00:02,en,30% of Californians have received COVID-19 vaccine dose. &amp;#x27;It transforms everything&amp;#x27; - https://t.co/TjvWl2oAWA
2021-04-01 21:00:01,fr,"Situation actuelle du #COVID-19 en #RDC
    -&gt; Confirmés : 28199
    -&gt; Guérisons : 25508
    -&gt; Morts : 745
    Mise à jour toutes les 3 heures

    #COVID19 #vaccine @MinSanteRDC @politicocd"
2021-04-01 21:00:01,en,"TONIGHT on @NBCNightlyNews: @stephgosk has an exclusive look inside the Missouri facility where every dose of Pfizer's Covid vaccine originates.

Tune in at 6:30 pm ET / 5:30 pm CT (check your local station listings). https://t.co/BLEVyPCbSc"
2021-04-01 21:00:00,en,"#India temporary hold on major exports of #Astrazeneca COVID-19 shot will undermine Africa's #vaccination plans, and could have a ""catastrophic"" impact if extended

#Africa #Vaccine #coronavirus
https://t.co/59Qm03np9N"
2021-04-01 21:00:00,en,"The COVID-19 vaccine will be available to all New Mexicans 16 and over beginning Monday, April 5, the state announced Wednesday morning. 
https://t.co/G41Jbch7MS https://t.co/7DTA969X6K"
2021-04-01 21:00:00,en,"Washington broke new ground when it started to prioritize people 50 and older in multigenerational homes to receive the vaccine. 

Experts are urging other jurisdictions to also target these households as a way to reach communities of color. https://t.co/g4LjBXSZCP"
2021-04-01 21:00:00,en,"Newly released data from Pfizer/BioNTech of their COVID-19 vaccine suggests it is effective at preventing serious symptoms and death at least six months after vaccination, and effective against variants. https://t.co/Qv1U82HFZR"
2021-04-01 21:00:00,en,".@EJohnWherry spoke with @AARP about the longevity of COVID vaccine immunity, noting it could last several years, if not longer.

Learn more:
https://t.co/Zq6Z94LJBs"
2021-04-01 21:00:00,en,Here's a look at the number of Morris County residents that have received the COVID-19 vaccine as of March 30. https://t.co/ZbbSAG9FJf
2021-04-01 21:00:00,en,Join us in partnering with @HHSgov to increase vaccine confidence through the COVID-19 Community Corps #WeCanDoThis https://t.co/6gjpB0gFvw https://t.co/RO4btXTErP
2021-04-01 21:00:00,en,"If you are 60+ or considered high risk (cancer, obesity, autoimmune diseases) you are now due a #COVID19 vaccine in Turkey. Here's how you can choose your shot: https://t.co/mdprh8e1G1"
2021-04-01 21:00:00,en,Keir Starmer is showing leadership on vaccine passports by going against public opinion | @JohnRentoul https://t.co/Ou1SM06yVh
2021-04-01 21:00:00,en,"We know that the COVID-19 vaccine is effective at preventing COVID-19 two weeks after the second shot.  Continue to take precautions in public and around others who are not vaccinated. For more information, visit: https://t.co/hBzXAjpygW"
2021-04-01 20:59:59,en,What You Need to Know About Your Vaccine Card https://t.co/EtWq3TMkeT
2021-04-01 20:59:59,en,Covid: Will your pet need a coronavirus vaccine? https://t.co/gPZh3npfR9
2021-04-01 20:59:58,en,Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign https://t.co/e1gk2TtFCk
2021-04-01 20:59:56,en,@_melaniewalsh Yeah I thought that was weird too.  Took my wife’s Aunt a few weeks ago to get her vaccine and to realize it’s in the same room as people who are there getting tested to see if they have COVID!
2021-04-01 20:59:55,en,South Korea said on Thursday it will issue so-called COVID-19 vaccine passports to immunized citizens. #TimesNews #FijiNews #WorldNews #Reuters  https://t.co/VGPxOj5hFN
2021-04-01 20:59:55,en,Day 1:16- April Fool’s is the boys favorite day. It began at 6am with an alarm to wake up mama and baba. Baba left to get Covid vaccine and mama was at PT so the destroyed the house and pretended we had been robbed (they were alone for 20 mins). https://t.co/ufHdmv2H77
2021-04-01 20:59:52,en,Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign - CNN https://t.co/z4WG3GaYoB
2021-04-01 20:59:51,en,"*...There was one problem. The vaccines that were promised by the federal government have not shown up. The team had been told to expect roughly 100 doses per week from 22 March, a supply so low that it had already caused concern among staff...""
#LNPLiars
 https://t.co/TnWQBBAk1h"
2021-04-01 20:59:50,en,@impulsive_death 833-755-0696 for spectrum covid vaccine hotline
2021-04-01 20:59:48,en,getting my first covid vaccine on sunday 😭
2021-04-01 20:59:47,en,Got my first dose of Pfizer COVID vaccine today. Feeling fine. Credit where it's due: @cvspharmacy had a good process in place and things went off with no issues and no stress added by the process. Looking fwd to 2nd dose in a few weeks.
2021-04-01 20:59:45,en,Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign - CNN DONT GET THE VAX‼️‼️‼️‼️‼️ https://t.co/6N3VHmPCNn
2021-04-01 20:59:44,en,got both my parents signed up for the covid vaccine yaaaaaas
2021-04-01 20:59:43,en,Looking for a COVID-19 vaccine? Use this link to find open appointments at the Sunrise Monfort Family Clinic in Greeley https://t.co/JoZS3Wb85p https://t.co/cgbXvXTLU6
2021-04-01 20:59:41,en,getting the vaccine while fighting off a real covid infection is mid-set coaching
2021-04-01 20:59:41,en,Man's skin 'peeled off' in rare reaction to Johnson &amp; Johnson COVID vaccine https://t.co/EL4G6ZhWXQ via @nypost
