time,language,tweets
2021-04-02 13:50:40,en,@RobertoBasey @Veritas1701 Me too. I’d rather let Dr Shipman give my parents their Covid vaccine 💉
2021-04-02 13:50:34,en,"Queen Elizabeth stepped out for an event for the first time this year and she had no mask on.

The 94-year-old monarch received her second dose of the COVID-19 vaccine before appearing in public without a mask.

https://t.co/aeRESlDWA4"
2021-04-02 13:50:34,en,"I am hearing so many people getting covid post the vaccine. So is this really a vaccine, or is it just an infection modulator?  #COVID19 #vaccination #COVIDSecondWave"
2021-04-02 13:50:31,en,"@Keir_Starmer @jesushouseuk The church door was locked when I needed help.
Perhaps a vacancy for a vicar Mr Starmer.
When asked by Jeremy Vine about the role of God withe covid.
Archbishop Welby ,said the lord had something to do with vaccine but not the virus.🤔🥴"
2021-04-02 13:50:27,en,"By theory,  I should be immune to Covid now.  In so many ways,  I'm happy; but in so many ways,  I'm sad that there are so many people I know who are refusing to get the vaccine. Going by the trends and the new variants,  it is likely we're going to see people sick again."
2021-04-02 13:50:21,en,"Seniors, 65 and older, can call the NJ COVID Call Center hotline, available 8am-8pm to register, schedule, and reschedule vaccine appointments at 856-249-7007

Set up by @NJDeptofHealth, this is a number just for those 65+, enabling more direct access to vaccination opportunities https://t.co/p7zri48Xza"
2021-04-02 13:50:21,en,If I wanted to get the Covid vaccine how would I go about it?
2021-04-02 13:50:19,en,"@SecMartyWalsh @OutFrontCNN 916K jobs added + 156K Jan &amp; Feb upward revisions = 1M+ jobs added. $1.9T Covid relief hasn't hit yet. NY, CA, etc haven't opened yet. Don't need $2T more stimulus!!! Just vaccine &amp; open economy.

https://t.co/8WXnDvKVHc"
2021-04-02 13:50:19,en,@GuyWestcott @MarxistDean It isn't true.. yet. No one believed the virus would be this prevalent 18 months ago. The vaccine efficacy window allows ample space for mutation. I'd like to be wrong but just wait. If BJ thinks they're a good idea then Covid passports probably aren't.
2021-04-02 13:50:14,und,https://t.co/ivSbHORFXw
2021-04-02 13:50:13,en,Anyone other 90s/00s feel like the COVID vaccine is the new McDonalds Kid’s meal toy? You mention you got vaccinated and the first hung they ask is “which ones did you get? I got _____”
2021-04-02 13:50:13,en,@BenoitChiquet @malk_zameth CVS is still pretty handy if you want to buy a bag of chips  or get your Covid vaccine.
2021-04-02 13:50:12,en,"'The newest episode of “Just Getting Started” is up. If you a COVID vaccine, what can you now do that you haven’t done in months? Will you have to get vaxxed again? When might indoor sports get back to normal?

My guest this week is Dr. Anthony Fauci: https://t.co/mr7WuzSmUQ"
2021-04-02 13:50:10,en,Vietnam asks for foreign support in procuring COVID-19 vaccines https://t.co/LZ6lvP6Air https://t.co/tNNcMCaWi2
2021-04-02 13:50:10,en,getting my COVID vaccine on my birthday 😈😈😈
2021-04-02 13:50:06,en,"@gorgeous_manon You don't think the public would stop listening to ""no assumed vaccine deaths today"".

I see there were 12 times as many deaths (51) from Covid yesterday alone. https://t.co/hHDG2tGMW6"
2021-04-02 13:50:04,en,Vaccine is usually injecting of intoxicated virus so body can produce antibodies against it.A family second time infected of COVID within year.Either virus is changed or antibodies r not produced.Seems vaccine will not be effective
2021-04-02 13:50:04,en,"More than 70 MPs from across the Conservatives, Labour and Liberal Democrats have today signed up to a campaign against the proposed internal Covid vaccine passport branding it as ""dangerous, discriminatory and counterproductive"" https://t.co/i7j5U2ZpVh"
2021-04-02 13:50:03,en,"Our Call Centre is here Fri-Mon this long wknd to book appts for those born in 1951 or before! Call us 10 a.m. - 3 p.m. at our weekend extension: 1-800-563-2808, option 4 (normally option 5). Appts can't be made in person. Book online or learn more: https://t.co/Hsfphkz7P7 https://t.co/Kb70n8Uez5"
2021-04-02 13:50:02,en,"The roll-out of COVID-19 vaccines continues as data from clinical trials and real-world application offers reassurances that they remain a powerful weapon in the battle against SARS-CoV-2. 

https://t.co/JNayvB1VQA 

#biotech #COVID19 #vaccine #lifescience"
2021-04-02 13:50:01,en,"Send this guide to that friend who’s looking for an appointment. (It's ok if you're the friend.)

https://t.co/Ig3Ypz3D47 via @francieswidler / @Denverite"
2021-04-02 13:50:00,en,Scammers are now preying on people anxious to get a COVID-19 vaccine. Consumer Reports explains ways to spot the scams and has tips to protect yourself from falling victim. https://t.co/kBDLHCIiKP
2021-04-02 13:50:00,en,"Misinformation can spread fast. Facts, not fear. 

The Covid-19 vaccine has been through three phases of clinical trials to ensure it meets the highest standard of safety and effectiveness.

#KeepEnfieldSafe https://t.co/P1KbWGod5Z"
2021-04-02 13:49:58,en,@wtfwarrior1 @marla_vous @Acosta Are you grateful to Trump Admin for the breathtaking speed of COVID vaccine development?
2021-04-02 13:49:58,en,Had no idea the first vaccine was developed a month after COVID appeared in the US https://t.co/DSPOgCpujB
2021-04-02 13:49:53,en,Just got my first COVID vaccine
2021-04-02 13:49:53,en,4 ways Australia's COVID vaccine rollout has been bungled https://t.co/mbcEhn8oHD
2021-04-02 13:49:48,en,"Malaika Arora to Salman Khan; Bollywood celebs who received first dose of COVID-19 vaccine - Jagran English

Malaika Arora to Salman Khan; Bollywood celebs who received first dose of COVID-19 vaccine Jagran English https://t.co/koGagBVIEx"
2021-04-02 13:49:47,en,"NEW: CVS #9557 on 04-05
Address: 1250 EPacific Coast Highway, Long Beach, CA 90806
Posted @ 1617371387
https://t.co/0mws9GGZhU"
2021-04-02 13:49:46,en,"Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
33-55 Crescent Street, Queens, NY, 11106

https://t.co/GqW7EXHmIE"
2021-04-02 13:49:46,en,"Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
164 Kent Avenue, Brooklyn, NY, 11249

https://t.co/1aiEeZZtbM"
2021-04-02 13:49:46,en,"Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
100 Delancey Street, Manhattan, NY, 10002

https://t.co/IhLr4iTlRn"
2021-04-02 13:49:44,en,I wish I would get that COVID vaccine. Y’all not finna make me no damn zombie
2021-04-02 13:49:40,en,@chrissysugarbab @HDrinkardTV Here's the latest vaccine eligibility guidelines: https://t.co/KyzXPB6TAL
2021-04-02 13:49:37,en,"I discussed France's COVID spike, vaccine passports and drug decriminalization today on @TND with @janjeffcoat  @CatoHealth #CatoDrugWar #CatoCOVID @KatMurti https://t.co/DkxjLZUrES"
2021-04-02 13:49:37,en,The New Jersey Department of Health (NJDOH) has launched a new online tool to help people more easily find COVID-19 vaccination appointments. The beta version of the state’s new appointment finder can be accessed https://t.co/3ZUhOBJDLN
2021-04-02 13:49:36,en,"@SherryB23765592 Are you stupid...how many people have died in the USA from Covid-19 and how many have died from the Covid-19 vaccination, you say more people have died from the vaccine...I say stop peddling this dangerous shit, I've heard enough from you now, extremely tempted to block you now!!"
2021-04-02 13:49:36,en,"I can't even be mad at people who think ridiculous things about the vaccine, e.g., that you can be fully vaxed yet still catch and transmit covid. 

Their big mistake was simply believing the gov and media were reliable sources of information."
2021-04-02 13:49:35,en,Nearly 40 countries are currently on the UK government's red list for COVID related restrictions. A pretty much Non-White nations list or based on economic/geopolitical relations. It could be also a pressure tactic to those nations to buy more British vaccine #UK #COVID19 #Racism
2021-04-02 13:49:35,en,"Vaccine Heroes
“I got the COVID vaccine because I want to protect my children, who are not eligible for the vaccine yet.”
- Amanda Bustos-Tubig
#vaccineheroes #gettheshot #igottheshot https://t.co/M41WnCDJFi"
2021-04-02 13:49:34,en,Pope Makes Surprise Visit To Homeless Getting COVID-19 Vaccine In Vatican https://t.co/pkkvZgG8c0
2021-04-02 13:49:27,en,"@listochao Ongoing trial shows Pfizer Covid-19 vaccine remains highly effective after six months

https://t.co/wM5m7YHfMd"
2021-04-02 13:49:22,en,"Please, for the sake of our country, get vaccinated!
Epidemiologist Who Helped Wipe Out Smallpox Issues Stark Warning About COVID-19 Variants
https://t.co/3B3nowpIf3"
2021-04-02 13:49:21,en,AwesomeCapital: Fauci: U.S. may not need AstraZeneca COVID-19 vaccine https://t.co/zmOwq7SpE8
2021-04-02 13:49:20,en,"@david_borovsky @satsstacker1 @danielcg @AlexBerenson The same could be said for how they count covid deaths. They should use the same approach. That means she passed from the vaccine. The extremists on both sides of this issue often reject reality. Eg, stating this is flu is nuts. Stating vaccine is safe is equally nuts. Don't know"
2021-04-02 13:49:14,en,How the Novavax Covid-19 vaccine works https://t.co/jpj2WVa3oT
2021-04-02 13:49:10,en,in line to get my covid vaccine. awesome to see how many other students are using this opportunity from @GeorgiaSouthern to get vaccinated. https://t.co/s7Ey0Km5Co
2021-04-02 13:49:09,en,"#COVID vaccine update in NYC. I got my first dose as a walk-in three weeks ago, hustled to get an excess dose at the end of the day. In that case, you don’t get a 2nd appt on the books right then, have to figure it out. Loads of new slots opened today, so go get it!"
2021-04-02 13:49:06,tl,pa 1m na po yung cases ng covid onti nalang guys may gold play vaccine na tayo lezgooo
2021-04-02 13:49:04,en,"Nova Southeastern University to require COVID-19 vaccine for students, staff in fall https://t.co/XaFA7XwfrK"
2021-04-02 13:49:04,en,NH peeps registration for the COVID vaccine for the rest of us who weren't previously eligible opened today!!! Go sign up for your slot!!! https://t.co/7hqKTQRGWt
2021-04-02 13:49:03,en,About to get my covid 19 vaccine and I feel pretty good about it .
2021-04-02 13:49:01,en,i just want a fucking covid vaccine
2021-04-02 13:49:01,en,Why Johnson &amp; Johnson throwing out 15 million COVID-19 vaccine doses shouldn’t scare you https://t.co/9ao59c4BWm
2021-04-02 13:49:00,en,@geemoneyg I know. I looked into the vaccine works and how it guards against COVID and it seemed like the right decision especially if I have to be around ppl.
2021-04-02 13:48:58,en,I don’t think I’ll ever forget the moment I got my 2nd covid vaccine as scar tissue by RHCP was playing through the convention center speakers
2021-04-02 13:48:58,pl,"@Janusz_st @eliza8591 @PremierRP Poproszę o źródło - bo z oficjalnych danych to nie wynika  https://t.co/nZYpc19uk4

Inna sprawa że Niemcy zastanawiają się czy nie wycofać się z systemu wspólnych zamówień w 2020.https://t.co/sClrBfemuL

 My też powinniśmy inwestować w wsparcie firm jak https://t.co/38zmPkLlDP"
2021-04-02 13:48:56,en,@THP_hospital is now booking 60 years+. Appointments available https://t.co/MWCuJ88FGr https://t.co/Af68ZVY1mo
2021-04-02 13:48:56,en,@pouyeah @theopapp @ichaydon @rebelScum98 Those are long term risks of Covid. Not the vaccine.
2021-04-02 13:48:55,en,"It's always a pleasure to learn about (and from) women who excel as leaders. Congrats to SheAnne Allen who is leading the Washington State #Covid19 vaccination campaign @WADeptHealth for a job well done in very challenging times! #SeattleTimes
https://t.co/kJ50fOa9Kc"
2021-04-02 13:48:54,en,i hope i get a sticker tomorrow when i get my covid vaccine cause i’m gonna cry like a baby lol
2021-04-02 13:48:54,en,"Find out why #seconddose #sideeffects from the #Covid19 #vaccine tend to be #worse.

https://t.co/wK3NPAfoFq"
2021-04-02 13:48:50,en,"@ahmednasirlaw No No, when covid 19 broke into Kenya , 1 surgical mask was retailing at 100 ksh and was scarce, but now it cost at 10 bob,do you know why? now if several vaccines will be allowed, even these top class vaccine price will lower"
2021-04-02 13:48:47,en,Pfizer’s Covid-19 Vaccine Is Still Highly Effective Six Months After Second Dose - WSJ https://t.co/4ICWoV1Fax
2021-04-02 13:48:47,en,Colorado’s expansion of vaccine access stokes fears that appointments will be even harder to find https://t.co/B7dUCwe7OJ via @MegWingerter
2021-04-02 13:48:46,en,"#US #surgeon #general says #vaccinations now can #prevent  #future Covid-19 #variants
https://t.co/J8rkc0GY0a"
2021-04-02 13:48:46,en,"I took first dose of Covid Vaccine on 2nd March, 2021 and second dose on 1st April, 2021. Both taken at IGIMS, Patna. Not getting  final Certificate either from @SetuAarogya @CovidIndiaSeva .My call on number 0120-4473222 did not result in any solution. Please help.@MoHFW_INDIA"
2021-04-02 13:48:45,en,MDOC officials to prisoners: Take COVID-19 vaccine or face serious consequences | Mississippi Today https://t.co/pCrYfsKbkk
2021-04-02 13:48:37,en,@valoakley25 because having the vaccine doesnt guarantee you wont get covid .. if the vaccines work so well as they have promised  then there is no need for a vaccine passport.
2021-04-02 13:48:36,en,"@WAGSocialCare your COVID vaccine scheduler website will not allow people to book a first dose because you can’t book a second dose at the same time. Please help! 
I booked an appt but it thinks it’s my second when it’s really my first."
2021-04-02 13:48:30,en,Chris Okotie says those who take COVID Vaccine have agreement with satan https://t.co/62BRWPLwmd
2021-04-02 13:48:29,tl,naturukan na daw ng vaccine pero nagpositive pa sa Covid? ano yun joke?
2021-04-02 13:48:27,en,"My schedule today:  work out, run errands, get the covid vaccine, bring home good pizza. Not a very Good Friday but hopefully a good day."
2021-04-02 13:48:26,en,"""Let's go warriors, let's win this war against [the] virus.a special mention to our.frontline workers.and yes I'm eligible to take the vaccine,"" the 47-year-old actress wrote.
#MalaikaArora #MalaikaAroraKhan #BeBraveWHO #COVID19 #Covid_19 #COVID #coronavirus #CoronavirusVaccine"
2021-04-02 13:48:24,en,"Got my COVID vaccine at the Javits Center. Everything ran efficient and smoothly. Thanks to all the nurses, drs, volunteers, soldiers, and all involved daily risking their lives to give us hope for a better one. I got the J&amp;J vaccine. https://t.co/rCgVZTav2l"
2021-04-02 13:48:24,en,"On the physical plane on the surface, the Chimera group are planning to develop a new generation of biochips to be put into vaccines, as they want to upgrade old Siemens biochips that the vast majority of humanity has now:
https://t.co/9qglVgozNJ

https://t.co/M2OlVuKVUT"
2021-04-02 13:48:18,en,"This technology is still in development and is currently not present in existing Covid vaccines. The Cabal is using the vaccine passports as a tool for population control, and this is why Alliance forces have arranged mysterious sabotages and delays in vaccine distribution. https://t.co/pt1Y1t9WvG"
2021-04-02 13:48:16,en,"&lt;&lt;data from the federal Department of Health shows that residents at less than a third of aged care facilities have received the vaccine.&gt;&gt;

https://t.co/ruEGUBW566"
2021-04-02 13:48:15,en,Everyone 16 And Older Can Now Get A Covid-19 Vaccine https://t.co/BiGAF4Dr8M
2021-04-02 13:48:12,en,@CMO_England just had 2nd covid vaccine Oxford and over 50 people suffered blood clots yet none from Pfizer
2021-04-02 13:48:11,en,We're launching another @rheum_covid survey shortly... this time a vaccine survey. Social media campaign from our amazing team starts shortly...
2021-04-02 13:48:10,en,"Smith’s has appointments open for next week in Columbia Falls! Use this link: https://t.co/3olkuw6omv 
#mtnews #mtvax #COVID19 https://t.co/HVa0wzIMBT"
2021-04-02 13:48:07,en,"The Snowstorm, a story in my new collection (on #kindle discount now) is about a world run by Flat Earthers and Anti-vaxxers. 

Today I got my first Covid-19 vaccine. I'm not gonna live in that world. 

US: https://t.co/bwIlXG79JZ
UK: https://t.co/Ef1udTVSTB
#scifi #horror #books https://t.co/KiCKT2HaJS"
2021-04-02 13:48:06,en,@LBC @AndrewCastle63 Why does everyone insist on calling this a Vaccine Passport when it it a Covid Passport.
2021-04-02 13:48:01,en,Google hasn’t been helpful so I’m now asking horse Twitter. I’ve been trying to figure out if getting the covid vaccine would be ok for me because of certain lyme symptoms like tachycardia? Does that question make any sense lmfao
2021-04-02 13:48:01,en,"today it’s two weeks after my second covid vaccine! so excited to hung my friends. don’t worry, i’ll still be wearing a mask. #maskup"
2021-04-02 13:48:00,en,Friday thoughts. Hope you got your Covid vaccine!  I am fully vaccinated. and It’s very liberating. #tgif @newyorkercartoons @kuperart https://t.co/bwF7TmavBU
2021-04-02 13:47:59,fr,"via @franceinfo : Vous manquez de bonne foi . « On manque d’étude »
1. Les études promises (Discovery) il y un an ont été un bide
2. Les études Vaccin AZ ne sont pas terminées et on vaccine pourtant par million.

Pourquoi interdire IV comme traitement ? https://t.co/1d6dvItJXo"
2021-04-02 13:47:55,en,"Developing: The FDA has authorized two changes to Moderna’s COVID-19 vaccine that can provide extra doses. Each new vial could provide 15 doses, instead of 10. https://t.co/Fnh82ZBgou"
2021-04-02 13:47:55,en,An update to the Moderna Covid-19 vaccine’s emergency use authorization could make it easier to get more doses into more people. https://t.co/no7VziHjR3
2021-04-02 13:47:55,en,"Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign

https://t.co/E11Uzf8934"
2021-04-02 13:47:52,en,"@ukboffin1 @CranstonCharlie @singallnite @PoliticsForAlI @FraserNelson @Telegraph @Conservatives Can only speak personally &amp; the reason I had the vaccine is because I've had covid &amp; wouldn't want it again.

It's pretty much why I have had flu &amp; pneumonia jabs too.

I wouldn't judge anyone else's choice tho &amp; nobody should have their freedoms restricted."
2021-04-02 13:47:51,en,"@SaharaReporters Can so called  pastor mind the  issue  of church and  leave the  COVID  vaccine for the experts. 
What does  Chris Okotie  know about vaccine
He is  talking rubbish."
2021-04-02 13:47:49,en,"Torontonians age 60+ can, as of 8:00 am this morning (Friday), book COVID-19 vaccinations either here https://t.co/CAQ3f7EBAg  (hit the blue 'Book a Vaccine' button) or by phone at Ontario's Vaccine Information Line at 1-888-999-6488 and listening to the voice-mail prompts."
2021-04-02 13:47:49,en,COVID-19 vaccine appointment slots are filling up fast! 16+ is eligible Monday don’t miss out! @wjxt4 @FCN2go @ActionNewsJax @famallergyjax @BenRyanANJax @bridgetteANjax @WJXTvic @JAXChamber @FLVaccine https://t.co/4ryX8gpJZE
2021-04-02 13:47:48,en,Source: https://t.co/j0QRIUuPjS
2021-04-02 13:47:48,en,"I gave a guy his COVID vaccine and he was so happy, he cried 🥺🥺🥺"
2021-04-02 13:47:46,und,https://t.co/RDXXofq2k0
2021-04-02 13:47:46,en,@digsb @supergran520 @WinstonCProject We don't have seasonal Measles or TB with regular vaccine boosters do we? These diseases appear from time to time and are quickly squashed by public health. Both are more infectious than covid and TB is far less vaccinable.
2021-04-02 13:47:45,en,"@NovoLibertas @davidmweissman @RepMTG With all due respect, it might be time to get off the high horse, Jesse. @RepMTG’s not simply exercising. What she’s saying is that she doesn’t want or need the #COVID vaccine because she is supposedly healthy. This is a policy statement and an irresponsible one."
2021-04-02 13:47:45,en,"Will #EU give in to the political pressure of restricting export of #COVID vaccines? #LKYSPP Adjunct Senior Research Fellow @jamescrabtree outlines the Pandora’s Box of consequences this could open up, and recommends a more equitable approach instead. https://t.co/RHeTij2lKn https://t.co/1mS285xTey"
2021-04-02 13:47:44,tr,"@rkarag Bu konuda net yanılıyorsun Rüya. ""AstraZeneca aşısı"" bile örneğin Oxford tarafından patentsiz şekilde geliştirilecekken Gates Vakfı'nın ısrarıyla AstraZeneca'ya satıldı. Bu tür patent zorlamaları olmasa şu anda aşı dünya genelinde üretilebilirdi. https://t.co/P7adjeqIFw"
2021-04-02 13:47:41,en,covid vaccine today 😗
2021-04-02 13:47:41,en,"Biden administration calls in grassroots leaders for COVID vaccine education campaign:  https://t.co/LBEc1DAlKA  simon2579/iStockBy Cheyenne Haslett, ABC News(NEW YORK) -- The Biden administration has announced a new effort to combat vaccine hesitancy and dispel misinformation..."
2021-04-02 13:47:39,en,"Camden County health officials are expecting 10,000 doses of the Johnson &amp; Johnson COVID-19 vaccine and 3,000 doses of the Moderna vaccine. https://t.co/b27XNExj3s"
2021-04-02 13:47:35,en,"Sensibility emerges w sage perception.
We know Covid19 evolves, what are we doing to prepare?

Epidemiologist Who Helped Wipe Out Smallpox Issues Stark Warning About COVID-19 Variants
https://t.co/SLD4gQieXt"
2021-04-02 13:47:35,en,"I have seen too many promoted tweets from Adar PoonawaIla's handle now.
Seems like COVID-19 vaccine commercialisation is just around the corner in India"
2021-04-02 13:47:31,en,They (dems) are saying the covid has mutated (false) and a mandatory vaccine will be issued....
2021-04-02 13:47:30,en,"@TikiTakaTips @Long_LiveConnor @PoliticsForAlI @FraserNelson @Telegraph Again this assumes she's had the vaccine, which you're saying she shouldn't. You literally cannot have it both ways. And it's not about it harming me, it's about making sure enough people are inoculated so COVID dies off, and we can get back to normal. It's very simple"
2021-04-02 13:47:27,en,Taken 2nd dose of Covid Vaccine at Lakhanpur CHC. https://t.co/Uxw88lFMRx
2021-04-02 13:47:26,en,"If you are American and signing up for your COVID-19 vaccine, these are things they do not need REAL answers to:
- SSN (make one up or enter all 0's)
- Insurance (enter ""None"")
- Sex assigned at birth (choose current, or skip)

These are just unnecessary barriers."
2021-04-02 13:47:24,en,@ghouse3t @AlokPatel Almost all vaccines are approved under emergency use after Phase III trials. Although their principle differs but they all produce the same end result with different efficacies. The choice is really between lucky enough to survive COVID-19 and death. Vaccine boosts the former.
2021-04-02 13:47:23,en,Ask LP: What countries can I travel to if I’ve had the COVID-19 vaccine? https://t.co/Gc9NYdinju @lonelyplanet
2021-04-02 13:47:23,en,"@Datta_karan That's ... completely false.
""Covid-19: Testing Declines May Be Masking Real Spread of Virus in Parts of U.S.""
https://t.co/1D4mudnEek"
2021-04-02 13:47:20,en,@mstone1104 Good morning! Already up &amp; at Walgreens so my husband can get his Covid vaccine.
2021-04-02 13:47:18,en,Covid-19: Pfizer reports 100% vaccine efficacy in children aged 12 to 15 | The BMJ https://t.co/PlwmCrnKd7
2021-04-02 13:47:17,en,@jamft @elliseden_ @katherineefoley No one is forcing you to take the vaccine. Nobody knows or gives 3 fucks about you. And by the looks of it you look you are apart of the small Percent of ppl that would die from covid
2021-04-02 13:47:17,en,"Folks, we've got a 99-plus percent survival rate. Also natural immunity from those who have had Covid &amp; immunity after vaccine. Fatalities &amp; hospital admissions dropping like hot cakes. Please stop the fear mongering. America is a free country, let's keep it that way."
2021-04-02 13:47:15,en,Petition: Do not rollout Covid-19 vaccine passports https://t.co/9s4SYAVpNm
2021-04-02 13:47:12,en,Novavax's coronavirus vaccine could soon be another vaccine for the United States and the world. Data from its Phase 3 trial in the US and Mexico are expected this month. Here's how it works: https://t.co/uI6cVSkepw
2021-04-02 13:47:10,en,COVID vaccine Monday and Pokémon Snap on the 30th. April is looking to be a good month!
2021-04-02 13:47:09,en,One thing I’ve been thinking about a lot — I wonder how much worse my COVID experience would have been if I hadn’t gotten the first vaccine prior to contracting COVID.
2021-04-02 13:47:09,en,I address some key legal hurdles here: Can colleges require students get the #COVID -19 vaccine? Must students comply? https://t.co/H25GWeyfKk
2021-04-02 13:47:07,en,$MRNA NEW ARTICLE : FDA Eases Storage Restrictions for Moderna's Covid-19 Vaccine https://t.co/3gIiA4ILsq Get all the latest $MRNA related news here : https://t.co/eMscFlSpdw https://t.co/gRgTWMwEAs
2021-04-02 13:47:01,en,"@Incindery1 @ashishkjha I implore you to read. The J&amp;J vaccine showed an overall efficacy (in data submitted to the FDA for approval) of 66%. That’s 74% in the United States and 64% in South Africa, where the primary strain has the E484k mutation. 

https://t.co/PGbwdcbqNK"
2021-04-02 13:47:01,en,"COVID-19 Vaccination Appointment
https://t.co/MFNavs0mx0

All residents of Oklahoma, age 16 and older, are now eligible for vaccine appointments. Phases 1-4 of the vaccine distribution plan are now open.  

#oklahoma #covid19 #getvaccinated #maskup 😷 https://t.co/8nwBIF9WTy"
2021-04-02 13:47:00,en,"@SteveJ4530 @Eljay30818115 Actually the intensive care is an available option check the yellow card website for details.

https://t.co/SvI2EpLRgz"
2021-04-02 13:46:57,en,"Cuba's Dream: Come For A Vacation, Get A Homegrown COVID Vaccine https://t.co/t5NquDzJ5m"
2021-04-02 13:46:55,en,. @nirav_mainecdc the #MaineHealth call center rep says I MUST get my second Covid vaccine in the same location I got my first? Is that true?
2021-04-02 13:46:52,en,Epidemiologist Who Helped Wipe Out Smallpox Issues Stark Warning About COVID-19 Variants | HuffPost https://t.co/wGOENL3nx6
2021-04-02 13:46:51,und,https://t.co/LZgstUcP9R
2021-04-02 13:46:49,en,"I recommend planning a short break for about 2 days following the injection and starting back light for about a week, then start hitting it hard again. Recovery is an important part of benefiting from stress.  https://t.co/WGuNPB66Sr"
2021-04-02 13:46:48,en,"Massive vax appointment drop this a.m. in NYC.  20k+ total.

* State sites (Javits, Bay Eden, Aqueduct): https://t.co/2nQeT7HmCp

* Walgreens/Duane Reade: https://t.co/gs7acjwu8Q"
2021-04-02 13:46:46,en,The Pfizer vaccine had me down bad for 48 hours. My mom passed from COVID.. that little sickness the past 2 days was nothing. #RIPmom
2021-04-02 13:46:45,en,Guys.. I'm Receiving the COVID Vaccine very soon! All Scheduled! :) https://t.co/PzE4nG6FtU
2021-04-02 13:46:44,es,"Segun la encuestadora ""Ipsos Mori""  que la mayoría de los británicos apoyaran los ""pasaportes de vacunas"" para ir al pub, según una encuesta
https://t.co/q1XZy9Dbau"
2021-04-02 13:46:36,und,https://t.co/0I5fwg9Q9z
2021-04-02 13:46:31,en,"So no compulsory social distancing,
No limits on who you meet,
No restrictions on the number of people you meet,
No travel restrictions,
No compulsory masks,
No vaccine passports,
No testing of the well,
That is how you would ""Treat Covid like the flu""...
https://t.co/zfPTNtacnS"
2021-04-02 13:46:28,en,"Camden County health officials are expecting 10,000 doses of the Johnson &amp; Johnson COVID-19 vaccine and 3,000 doses of the Moderna vaccine. https://t.co/fcUEkRWXsD"
2021-04-02 13:46:26,en,"I'm at COVID-19 Vaccine Center in Mecca, Makkah w/ @nona_mrwan https://t.co/ibpSYsI8GZ"
2021-04-02 13:46:24,en,"@WHCOS 916K jobs added + 156K Jan &amp; Feb upward revisions = 1M+ jobs added. $1.9T Covid relief hasn't hit yet. NY, CA, etc haven't opened yet. Don't need $2T more stimulus!!! Just vaccine &amp; open economy.

https://t.co/8WXnDvKVHc"
2021-04-02 13:46:24,en,I personally feel these Religious Leaders need to be conscious of their thoughts about the Covid Vaccine. Wtf is this? https://t.co/Lgpd3XUyaK
2021-04-02 13:46:23,en,@DrDomPimenta Can we see double blind test results for all vaccines and all studies with numbers of actual people at all ages taking part in all trials?...When can we expect an actual covid vaccine... not vaccines using code but actual dead covid as a vaccine? Thank you
2021-04-02 13:46:18,en,"Easter messages: Bishop John Ibenu, the Christian Association of Nigeria (CAN) chairman in Kogi State, has urged its citizens to embrace and take the COVID-19 vaccine, noting that it is healthy and safe.  #Easter #GoodFriday2021 #EndSARS #Ethereum

https://t.co/31rkz6OysK https://t.co/d7kuuQsKp7"
2021-04-02 13:46:17,en,@davidsalisbury I have a fully vaccinated friend who tested positive for covid and had minor complications but nothing life threatening. She credits that to the vaccine. The article is an interesting read tho.
2021-04-02 13:46:14,en,FDA Eases Storage Restrictions for Moderna's Covid-19 Vaccine $MRNA $PFE $JNJ https://t.co/a9oi2W6cAl
2021-04-02 13:46:14,en,"Today, SK residents 58-and-older can book a COVID-19 vaccine appointment. Details at 8 SK time w/ GX94 News."
2021-04-02 13:46:13,en,"Hy Vee: https://t.co/gpBPJj729d 1/5 
Albia, 52531 
Algona, 50511 
Bettendorf, 52722 
Bloomfield Clinic, 52537 
Burlington #2, 52601 
Centerville, 52544 
Chariton, 50049
posted @ 4/2 8:46:11"
2021-04-02 13:46:12,en,"This article from @Dereklowe looks at both the German data and the England data up to the previous week’s report -)

Of course the risk of blood clotting from Covid is significant too.

https://t.co/T0xqfDAfmb"
2021-04-02 13:46:10,en,"Hy Vee: https://t.co/gpBPJj729d 2/5 
Clarinda, 51632 
Corning Clinic, 50841 
Corydon Mainstreet, 50060 
Emmetsburg Dollar Fresh, 50536 
Estherville, 51334 
Fort Madison, 52627
posted @ 4/2 8:46:08"
2021-04-02 13:46:08,en,"Hy Vee: https://t.co/gpBPJj729d 3/5 
Humboldt, 50548 
Keokuk, 52632 
Leon Clinic, 50144 
Mason City #2, 50401 
Mason City Drugstore, 50401 
Milford Clinic, 51351
posted @ 4/2 8:46:05"
2021-04-02 13:46:08,en,About a third of Louisianans say they will never take a COVID vaccine https://t.co/kJGKq5npbu via @wwlamfm
2021-04-02 13:46:04,et,"Hy Vee: https://t.co/gpBPJj729d 4/5 
Osceola, 50213 
Oskaloosa, 52577 
Red Oak, 51566 
Sheldon, 51201 
Shenandoah, 51601 
Sioux Center, 51250 
Spirit Lake, 51360 
Storm Lake, 50588
posted @ 4/2 8:46:02"
2021-04-02 13:46:04,en,The exceedingly rare exception to Betteridge's Law of Headlines: https://t.co/V8tawHohZK
