location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,Region,Income group,new_cases,new_deaths,reproduction_rate,aged_65_older,hospital_beds_per_thousand,population,population_density,median_age,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,life_expectancy,human_development_index,pop_vax_percent,cluster
Israel,ISR,2021-03-17,9565389.0,5137345.0,4428044.0,76251.0,76552.0,Middle East & North Africa,High income,1475.0,9.0,0.57,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,51.16,8
Israel,ISR,2021-03-18,9639212.0,5153263.0,4485949.0,73823.0,73970.0,Middle East & North Africa,High income,1384.0,12.0,0.56,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,51.83,8
Israel,ISR,2021-03-19,9673794.0,5160022.0,4513772.0,34582.0,71429.0,Middle East & North Africa,High income,1047.0,4.0,0.54,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,52.15,8
Israel,ISR,2021-03-20,9694123.0,5165175.0,4528948.0,20329.0,69612.0,Middle East & North Africa,High income,611.0,9.0,0.52,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,52.32,8
Israel,ISR,2021-03-21,9747360.0,5178155.0,4569205.0,53237.0,63698.0,Middle East & North Africa,High income,552.0,10.0,0.5,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,52.79,8
Israel,ISR,2021-03-22,9800344.0,5191313.0,4609031.0,52984.0,57292.0,Middle East & North Africa,High income,992.0,17.0,0.48,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,53.25,8
Israel,ISR,2021-03-23,9810056.0,5193887.0,4616169.0,9712.0,45845.0,Middle East & North Africa,High income,925.0,13.0,0.47,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,53.33,8
Israel,ISR,2021-03-24,9866878.0,5204573.0,4662305.0,56822.0,43070.0,Middle East & North Africa,High income,339.0,32.0,0.46,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,53.86,8
Israel,ISR,2021-03-25,9911801.0,5214466.0,4697335.0,44923.0,38941.0,Middle East & North Africa,High income,817.0,9.0,0.46,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,54.27,8
Israel,ISR,2021-03-26,9928842.0,5218449.0,4710393.0,17041.0,36435.0,Middle East & North Africa,High income,538.0,2.0,0.46,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,54.42,8
Israel,ISR,2021-03-27,9934776.0,5220166.0,4714610.0,5934.0,34379.0,Middle East & North Africa,High income,0.0,0.0,0.45,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,54.47,8
Israel,ISR,2021-03-28,9941347.0,5222194.0,4719153.0,6571.0,27712.0,Middle East & North Africa,High income,541.0,20.0,0.46,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,54.52,8
Israel,ISR,2021-03-29,9976982.0,5228811.0,4748171.0,35635.0,25234.0,Middle East & North Africa,High income,201.0,12.0,0.45,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,54.86,8
Israel,ISR,2021-03-30,10006849.0,5236525.0,4770324.0,29867.0,28113.0,Middle East & North Africa,High income,514.0,-4.0,0.46,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,55.11,8
Israel,ISR,2021-03-31,10034112.0,5244532.0,4789580.0,27263.0,23891.0,Middle East & North Africa,High income,466.0,16.0,0.48,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,55.34,8
Israel,ISR,2021-04-01,10060625.0,5252562.0,4808063.0,26513.0,21261.0,Middle East & North Africa,High income,351.0,11.0,0.49,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,55.55,8
Israel,ISR,2021-04-02,10071329.0,5255320.0,4816009.0,10704.0,20355.0,Middle East & North Africa,High income,251.0,0.0,0.5,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,55.64,8
Israel,ISR,2021-04-03,10075530.0,5256655.0,4818875.0,4201.0,20108.0,Middle East & North Africa,High income,363.0,16.0,0.52,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,55.67,8
Israel,ISR,2021-04-04,10109757.0,5268393.0,4841364.0,34227.0,24059.0,Middle East & North Africa,High income,177.0,7.0,0.52,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,55.93,8
Israel,ISR,2021-04-05,10139337.0,5277886.0,4861451.0,29580.0,23194.0,Middle East & North Africa,High income,356.0,5.0,0.52,11.733,2.99,8655541.0,402.606,30.6,33132.32,93.32,6.74,82.97,0.919,56.17,8
Italy,ITA,2020-12-27,7151.0,7151.0,0.0,0.0,0.0,Europe & Central Asia,High income,8937.0,305.0,0.87,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2020-12-28,8572.0,8572.0,0.0,1421.0,1421.0,Europe & Central Asia,High income,8581.0,445.0,0.92,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2020-12-29,9577.0,9577.0,0.0,1005.0,1213.0,Europe & Central Asia,High income,11210.0,659.0,0.98,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2020-12-30,14301.0,14301.0,0.0,4724.0,2383.0,Europe & Central Asia,High income,16202.0,575.0,1.05,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2020-12-31,39767.0,39767.0,0.0,25466.0,8154.0,Europe & Central Asia,High income,23477.0,555.0,1.11,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-01,50818.0,50818.0,0.0,11051.0,8733.0,Europe & Central Asia,High income,22210.0,462.0,1.1,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-02,89321.0,89321.0,0.0,38503.0,13695.0,Europe & Central Asia,High income,11825.0,364.0,1.05,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-03,124454.0,124454.0,0.0,35133.0,16758.0,Europe & Central Asia,High income,14245.0,347.0,1.05,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-04,193084.0,193084.0,0.0,68630.0,26359.0,Europe & Central Asia,High income,10798.0,348.0,1.06,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-05,272622.0,272622.0,0.0,79538.0,37578.0,Europe & Central Asia,High income,15375.0,649.0,1.08,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-06,337797.0,337797.0,0.0,65175.0,46214.0,Europe & Central Asia,High income,20326.0,548.0,1.09,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-07,429951.0,429951.0,0.0,92154.0,55741.0,Europe & Central Asia,High income,18416.0,414.0,1.06,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-08,525447.0,525447.0,0.0,95496.0,67804.0,Europe & Central Asia,High income,17529.0,620.0,1.06,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-09,612308.0,612308.0,0.0,86861.0,74712.0,Europe & Central Asia,High income,19976.0,483.0,1.08,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-10,672633.0,672633.0,0.0,60325.0,78311.0,Europe & Central Asia,High income,18625.0,361.0,1.07,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-11,753511.0,753511.0,0.0,80878.0,80061.0,Europe & Central Asia,High income,12530.0,448.0,1.03,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-12,835315.0,835315.0,0.0,81804.0,80385.0,Europe & Central Asia,High income,14242.0,616.0,0.98,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-13,929446.0,929446.0,0.0,94131.0,84521.0,Europe & Central Asia,High income,15773.0,507.0,0.94,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-14,1022704.0,1022704.0,0.0,93258.0,84679.0,Europe & Central Asia,High income,17243.0,522.0,0.92,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-15,1111808.0,1111808.0,0.0,89104.0,83766.0,Europe & Central Asia,High income,16144.0,477.0,0.91,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-16,1176436.0,1176436.0,0.0,64628.0,80590.0,Europe & Central Asia,High income,16310.0,475.0,0.9,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-17,1213162.0,1210257.0,2905.0,36726.0,77218.0,Europe & Central Asia,High income,12544.0,377.0,0.89,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.0,4
Italy,ITA,2021-01-18,1256456.0,1248623.0,7833.0,43294.0,71849.0,Europe & Central Asia,High income,8825.0,377.0,0.87,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.01,4
Italy,ITA,2021-01-19,1288858.0,1279329.0,9529.0,32402.0,64792.0,Europe & Central Asia,High income,10496.0,603.0,0.86,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.02,4
Italy,ITA,2021-01-20,1319062.0,1305020.0,14042.0,30204.0,55659.0,Europe & Central Asia,High income,13568.0,524.0,0.86,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.02,4
Italy,ITA,2021-01-21,1354211.0,1320598.0,33613.0,35149.0,47358.0,Europe & Central Asia,High income,14055.0,521.0,0.86,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.06,4
Italy,ITA,2021-01-22,1380310.0,1332748.0,47562.0,26099.0,38357.0,Europe & Central Asia,High income,13633.0,472.0,0.87,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.08,4
Italy,ITA,2021-01-23,1418702.0,1338413.0,80289.0,38392.0,34609.0,Europe & Central Asia,High income,13331.0,488.0,0.89,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.13,4
Italy,ITA,2021-01-24,1452343.0,1341442.0,110901.0,33641.0,34169.0,Europe & Central Asia,High income,11628.0,299.0,0.91,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.18,4
Italy,ITA,2021-01-25,1521002.0,1345947.0,175055.0,68659.0,37792.0,Europe & Central Asia,High income,8559.0,420.0,0.93,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.29,4
Italy,ITA,2021-01-26,1600810.0,1349985.0,250825.0,79808.0,44565.0,Europe & Central Asia,High income,10584.0,541.0,0.94,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.41,4
Italy,ITA,2021-01-27,1671262.0,1355866.0,315396.0,70452.0,50314.0,Europe & Central Asia,High income,15191.0,467.0,0.95,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.52,4
Italy,ITA,2021-01-28,1764423.0,1360379.0,404044.0,93161.0,58602.0,Europe & Central Asia,High income,14360.0,492.0,0.94,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.67,4
Italy,ITA,2021-01-29,1861715.0,1364921.0,496794.0,97292.0,68772.0,Europe & Central Asia,High income,13563.0,477.0,0.93,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.82,4
Italy,ITA,2021-01-30,1951584.0,1368908.0,582676.0,89869.0,76126.0,Europe & Central Asia,High income,12713.0,421.0,0.93,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,0.96,4
Italy,ITA,2021-01-31,2010929.0,1371378.0,639551.0,59345.0,79798.0,Europe & Central Asia,High income,11249.0,237.0,0.94,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,1.06,4
Italy,ITA,2021-02-01,2096271.0,1375710.0,720561.0,85342.0,82181.0,Europe & Central Asia,High income,7925.0,329.0,0.95,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,1.19,4
Italy,ITA,2021-02-02,2183923.0,1382033.0,801890.0,87652.0,83302.0,Europe & Central Asia,High income,9651.0,499.0,0.95,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,1.33,4
Italy,ITA,2021-02-03,2283135.0,1391199.0,891936.0,99212.0,87410.0,Europe & Central Asia,High income,13182.0,476.0,0.96,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,1.48,4
Italy,ITA,2021-02-04,2389851.0,1404479.0,985372.0,106716.0,89347.0,Europe & Central Asia,High income,13656.0,421.0,0.97,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,1.63,4
Italy,ITA,2021-02-05,2496303.0,1422284.0,1074019.0,106452.0,90655.0,Europe & Central Asia,High income,14213.0,377.0,0.98,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,1.78,4
Italy,ITA,2021-02-06,2572859.0,1436899.0,1135960.0,76556.0,88754.0,Europe & Central Asia,High income,13439.0,385.0,0.99,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,1.88,4
Italy,ITA,2021-02-07,2614238.0,1446057.0,1168181.0,41379.0,86187.0,Europe & Central Asia,High income,11640.0,270.0,0.99,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,1.93,4
Italy,ITA,2021-02-08,2680232.0,1472818.0,1207414.0,65994.0,83423.0,Europe & Central Asia,High income,7969.0,307.0,1.0,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.0,4
Italy,ITA,2021-02-09,2746352.0,1507336.0,1239016.0,66120.0,80347.0,Europe & Central Asia,High income,10612.0,422.0,1.0,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.05,4
Italy,ITA,2021-02-10,2818387.0,1552206.0,1266181.0,72035.0,76465.0,Europe & Central Asia,High income,12947.0,336.0,1.0,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.09,4
Italy,ITA,2021-02-11,2892534.0,1607399.0,1285135.0,74147.0,71812.0,Europe & Central Asia,High income,15137.0,391.0,1.01,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.13,4
Italy,ITA,2021-02-12,2965491.0,1665664.0,1299827.0,72957.0,67027.0,Europe & Central Asia,High income,13893.0,316.0,1.0,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.15,4
Italy,ITA,2021-02-13,3017761.0,1711600.0,1306161.0,52270.0,63557.0,Europe & Central Asia,High income,13523.0,311.0,0.99,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.16,4
Italy,ITA,2021-02-14,3046950.0,1738454.0,1308496.0,29189.0,61816.0,Europe & Central Asia,High income,11060.0,221.0,0.99,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.16,4
Italy,ITA,2021-02-15,3109207.0,1795114.0,1314093.0,62257.0,61282.0,Europe & Central Asia,High income,7344.0,258.0,0.99,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.17,4
Italy,ITA,2021-02-16,3179869.0,1860028.0,1319841.0,70662.0,61931.0,Europe & Central Asia,High income,10368.0,336.0,1.0,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.18,4
Italy,ITA,2021-02-17,3259284.0,1930458.0,1328826.0,79415.0,62985.0,Europe & Central Asia,High income,12066.0,369.0,1.01,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.2,4
Italy,ITA,2021-02-18,3348328.0,2011979.0,1336349.0,89044.0,65113.0,Europe & Central Asia,High income,13755.0,347.0,1.04,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.21,4
Italy,ITA,2021-02-19,3440192.0,2097813.0,1342379.0,91864.0,67814.0,Europe & Central Asia,High income,15470.0,348.0,1.07,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.22,4
Italy,ITA,2021-02-20,3517714.0,2171340.0,1346374.0,77522.0,71422.0,Europe & Central Asia,High income,14914.0,251.0,1.1,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.23,4
Italy,ITA,2021-02-21,3568409.0,2220003.0,1348406.0,50695.0,74494.0,Europe & Central Asia,High income,13450.0,232.0,1.13,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.23,4
Italy,ITA,2021-02-22,3673498.0,2319881.0,1353617.0,105089.0,80613.0,Europe & Central Asia,High income,9617.0,274.0,1.15,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.24,4
Italy,ITA,2021-02-23,3779612.0,2420875.0,1358737.0,106114.0,85678.0,Europe & Central Asia,High income,13299.0,356.0,1.17,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.25,4
Italy,ITA,2021-02-24,3901307.0,2534692.0,1366615.0,121695.0,91718.0,Europe & Central Asia,High income,16402.0,318.0,1.2,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.26,4
Italy,ITA,2021-02-25,4029242.0,2650725.0,1378517.0,127935.0,97273.0,Europe & Central Asia,High income,19871.0,308.0,1.22,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.28,4
Italy,ITA,2021-02-26,4164813.0,2771663.0,1393150.0,135571.0,103517.0,Europe & Central Asia,High income,20488.0,253.0,1.22,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.3,4
Italy,ITA,2021-02-27,4290951.0,2886062.0,1404889.0,126138.0,110462.0,Europe & Central Asia,High income,18902.0,280.0,1.21,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.32,4
Italy,ITA,2021-02-28,4368833.0,2955810.0,1413023.0,77882.0,114346.0,Europe & Central Asia,High income,17440.0,192.0,1.21,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.34,4
Italy,ITA,2021-03-01,4503231.0,3065883.0,1437348.0,134398.0,118533.0,Europe & Central Asia,High income,13106.0,246.0,1.21,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.38,4
Italy,ITA,2021-03-02,4662578.0,3194806.0,1467772.0,159347.0,126138.0,Europe & Central Asia,High income,17063.0,343.0,1.21,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.43,4
Italy,ITA,2021-03-03,4847371.0,3337936.0,1509435.0,184793.0,135152.0,Europe & Central Asia,High income,20840.0,347.0,1.21,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.5,4
Italy,ITA,2021-03-04,5042171.0,3485752.0,1556419.0,194800.0,144704.0,Europe & Central Asia,High income,22845.0,339.0,1.2,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.57,4
Italy,ITA,2021-03-05,5244229.0,3636068.0,1608161.0,202058.0,154202.0,Europe & Central Asia,High income,24010.0,297.0,1.19,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.66,4
Italy,ITA,2021-03-06,5419825.0,3772829.0,1646996.0,175596.0,161268.0,Europe & Central Asia,High income,23633.0,307.0,1.18,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.72,4
Italy,ITA,2021-03-07,5520325.0,3853312.0,1667013.0,100500.0,164499.0,Europe & Central Asia,High income,20724.0,207.0,1.16,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.76,4
Italy,ITA,2021-03-08,5697468.0,3983291.0,1714177.0,177143.0,170605.0,Europe & Central Asia,High income,13882.0,318.0,1.15,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.84,4
Italy,ITA,2021-03-09,5887459.0,4124032.0,1763427.0,189991.0,174983.0,Europe & Central Asia,High income,19725.0,376.0,1.14,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,2.92,4
Italy,ITA,2021-03-10,6097850.0,4279837.0,1818013.0,210391.0,178640.0,Europe & Central Asia,High income,22275.0,332.0,1.14,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,3.01,4
Italy,ITA,2021-03-11,6315669.0,4438763.0,1876906.0,217819.0,181928.0,Europe & Central Asia,High income,25649.0,373.0,1.13,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,3.1,4
Italy,ITA,2021-03-12,6522910.0,4585455.0,1937455.0,207241.0,182669.0,Europe & Central Asia,High income,26790.0,380.0,1.12,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,3.2,4
Italy,ITA,2021-03-13,6697632.0,4711996.0,1985636.0,174722.0,182544.0,Europe & Central Asia,High income,26031.0,317.0,1.11,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,3.28,4
Italy,ITA,2021-03-14,6802570.0,4783858.0,2018712.0,104938.0,183178.0,Europe & Central Asia,High income,21304.0,264.0,1.09,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,3.34,4
Italy,ITA,2021-03-15,6972213.0,4883755.0,2088458.0,169643.0,182106.0,Europe & Central Asia,High income,15252.0,354.0,1.07,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,3.45,4
Italy,ITA,2021-03-16,7111214.0,4951303.0,2159911.0,139001.0,174822.0,Europe & Central Asia,High income,20376.0,502.0,1.06,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,3.57,4
Italy,ITA,2021-03-17,7275182.0,5035225.0,2239957.0,163968.0,168190.0,Europe & Central Asia,High income,23040.0,431.0,1.05,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,3.7,4
Italy,ITA,2021-03-18,7436955.0,5118358.0,2318597.0,161773.0,160184.0,Europe & Central Asia,High income,24901.0,423.0,1.04,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,3.83,4
Italy,ITA,2021-03-19,7609282.0,5213320.0,2395962.0,172327.0,155196.0,Europe & Central Asia,High income,25707.0,386.0,1.03,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,3.96,4
Italy,ITA,2021-03-20,7781638.0,5323915.0,2457723.0,172356.0,154858.0,Europe & Central Asia,High income,23913.0,401.0,1.03,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,4.06,4
Italy,ITA,2021-03-21,7910103.0,5407210.0,2502893.0,128465.0,158219.0,Europe & Central Asia,High income,20045.0,300.0,1.04,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,4.14,4
Italy,ITA,2021-03-22,8099614.0,5532164.0,2567450.0,189511.0,161057.0,Europe & Central Asia,High income,24501.0,386.0,1.06,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,4.25,4
Italy,ITA,2021-03-23,8318381.0,5680859.0,2637522.0,218767.0,172452.0,Europe & Central Asia,High income,18739.0,551.0,1.02,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,4.36,4
Italy,ITA,2021-03-24,8566416.0,5845178.0,2721238.0,248035.0,184462.0,Europe & Central Asia,High income,21246.0,460.0,0.98,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,4.5,4
Italy,ITA,2021-03-25,8825812.0,6022954.0,2802858.0,259396.0,198408.0,Europe & Central Asia,High income,23681.0,460.0,0.96,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,4.64,4
Italy,ITA,2021-03-26,9087329.0,6207929.0,2879400.0,261517.0,211150.0,Europe & Central Asia,High income,24076.0,457.0,0.95,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,4.76,4
Italy,ITA,2021-03-27,9322666.0,6377579.0,2945087.0,235337.0,220147.0,Europe & Central Asia,High income,23834.0,380.0,0.94,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,4.87,4
Italy,ITA,2021-03-28,9482381.0,6497553.0,2984828.0,159715.0,224611.0,Europe & Central Asia,High income,19604.0,297.0,0.94,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,4.94,4
Italy,ITA,2021-03-29,9718219.0,6668021.0,3050198.0,235838.0,231229.0,Europe & Central Asia,High income,12900.0,417.0,0.93,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,5.04,4
Italy,ITA,2021-03-30,9971294.0,6848589.0,3122705.0,253075.0,236130.0,Europe & Central Asia,High income,16055.0,529.0,0.95,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,5.16,4
Italy,ITA,2021-03-31,10263870.0,7052727.0,3211143.0,292576.0,242493.0,Europe & Central Asia,High income,23887.0,467.0,0.95,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,5.31,4
Italy,ITA,2021-04-01,10534609.0,7236873.0,3297736.0,270739.0,244114.0,Europe & Central Asia,High income,22184.0,501.0,0.92,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,5.45,4
Italy,ITA,2021-04-02,10786695.0,7416013.0,3370682.0,252086.0,242767.0,Europe & Central Asia,High income,21917.0,481.0,0.89,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,5.57,4
Italy,ITA,2021-04-03,10998622.0,7572238.0,3426384.0,211927.0,239422.0,Europe & Central Asia,High income,21247.0,376.0,0.87,23.021,3.18,60461828.0,205.859,47.9,35220.084,113.151,4.78,83.51,0.892,5.67,4
