time,tweets,language
2021-04-03,The final insult: Some dying of COVID while awaiting vaccine https://t.co/pQc6xPmn4X,English
2021-04-03,"I got the COVID Vaccine yesterday, I think I’m mutating 🦎",English
2021-04-03,Got my covid vaccine bitches!!!!!!,English
2021-04-03,i’m getting the first covid vaccine today,English
2021-04-03,"Today, everyone is asking for Vaccine to be made available to all. Had the Govt followed my suggestion 👇🏽 of Ring-Fencing Districts and Vaccinating all, perhaps, today, we would have been in a better position!

Govt should listen to commoners too :-)

#COVID #COVID19India https://t.co/jdrMBPP3Xs",English
2021-04-03,Thrilled I received my second #COVID #Pfizer vaccine yesterday! Was not happy with this valet who harassed me. This man at this facility has harassed me now three times for no reason. #MaskUp #COVIDIOT Guess I will have to be a #Karen to get him removed! https://t.co/yXwjvioznh,English
2021-04-03,Why restricting AstraZeneca vaccines in Canada means balancing 'vaccine risk vs. disease risk' | CBC News https://t.co/pGGruf1DnW,English
2021-04-03,Governor Cuomo Announces More Than 10 Million Total COVID Vaccine Doses Administered Across New York State   https://t.co/at6szgwtVr via @nygovcuomo,English
2021-04-03,"@LeonydusJohnson I suggest, in addition to vaccine passports, we provide all who had &amp; recovered from COVID w/o requiring hospitalization a document stating that they are genetically superior humans. They can use it to ascend in society. #GATTACA",English
2021-04-03,"Is the Second Dose Bad? If I Feel OK, Is It Working? Can I Take Tylenol? https://t.co/S4OHVupySs",English
2021-04-03,"@nabwon @McPhersonGeorge Watch what you read. 100 million vaccinated, nearly 1/3 of population. 
Anti-vaxxers will be a problem, yes. 

https://t.co/1Ii0Wl6W4t",English
2021-04-03,"So my original vaccine appt was the 8th and I scheduled to be off that day, with pay cuz COVID. Then the mega site got back to me and I went last Wednesday. I’m gonna enjoy my paid vacation this upcoming midweek, and then schedule my “second” for May https://t.co/qZ0dHXAbZN",English
2021-04-03,@LATSeema @melmason Isn’t an ID required to get the COVID vaccine??? Just sayin.... 🤷‍♀️🤷‍♀️🤷‍♀️🤷‍♀️,English
2021-04-03,@WhoTweetedThis Covid vaccine side effects are rough but I am managing 😂 I hope the pain isn't too bad today :(,English
2021-04-03,COVID-19 vaccine drive-thru line in Regina temporarily closed after 6+ hour wait time https://t.co/EWmzxzxS3V,English
2021-04-03,Tell the fools to accept the facts about how light-activated carbon fixation and fixation of amino acid substitutions prevents all virus-driven pathology and force them to stop touting public health fascism as the solution to end the 2020 pandemic. https://t.co/syBk0FMDqz 3/3,English
2021-04-03,@7fish27 @delbigtree It’s technically impossible to get Covid from the vaccine.,English
2021-04-03,"They're also issuing a ""Green Pass"" (AKA, Vaccine Passport). It's working. https://t.co/DEgAn25f4u",English
2021-04-03,"Me, after drinking three beers last night and not getting enough sleep: damn these covid vaccine side effects are finally catching up with me",English
2021-04-03,"Barriers to access key!

""Toronto struggling to fill vaccine appointments for seniors."" https://t.co/X41uuX44Ml by @OliviaBowden__

@AmitAryaMD: “It favours people who can go in these lineups, ... with access to internet, who can speak English, who are well enough to go...""",English
2021-04-03,covid vaccine got my arm all types of fucked up 😂😂 🙏,English
2021-04-03,"@patriottakes @UROCKlive1 She’s trying to say that some of the vaccines marketed as COVID vaccines  are actually meant  to kill people, that the UN has a plan to reduce the global population and is doing it via “vaccine.”",English
2021-04-03,"After receiving the #COVIDvaccine, questions remain whether booster shots may be needed in the future. Here's what to expect after being vax'd.  https://t.co/zJBSlmYrGP",English
2021-04-03,"@NigeWhite @RupertLowe10 @MarcusAgar Oh Nigel you utter spanner. I’m all for the vaccine and travel covid passports BUT NOT domestic ones. It’s discriminatory, wrong and if 3/4 of the population is vaccinated what’s the need for them? It’s an attack on civil liberties and human rights. It’s wrong. End of.",English
2021-04-03,"@DrDooleyMD @TamiSFGiantFan @alanfike Perhaps people who have allergies should get the J&amp;J vaccine instead.
It is possible that the mRNA vaccines make reactions worse in those with these types of issues.  
https://t.co/AklKMKdhIp",English
2021-04-03,"Epidemiologist Who Helped Wipe Out Smallpox Issues Stark Warning About COVID-19 Variants https://t.co/wOco84uymm via @Yahoo 

“it could be that the booster does it, I’m hopeful that there’ll be boosters that vaccinate us &amp; immunize us for everything since the last vaccine we had”",English
2021-04-03,"Arica to ramp up j&amp;j manufacturing from mid April.  #covid19 equitable access

Meet Stephen Saad, CEO Aspen Pharmacare: Behind-the-scenes on J&amp;J Covid-19 vaccine delivery to SA, Africa https://t.co/sSwVpXzERF",English
2021-04-03,The final insult: Some dying of COVID while awaiting vaccine - Yahoo News https://t.co/iurdm4E2yM,English
2021-04-03,"another way trump tried to screw Americans and help drug companies...can Biden reverse it?

Last-minute Trump rule would let vaccine makers hike prices unchecked https://t.co/MVuNnQd9xy by @lhfang",English
2021-04-03,@GrrlGhost @presentcorrect Now I know what to wear on my inevitable post-vaccine/covid bender,English
2021-04-03,"I’m pro vaccine and definitely not a ‘covid denier’ but #VaccinePassports would be dangerous, discriminatory and an unworkable waste of money. If you don’t want restrictions to go on indefinitely and you don’t want a segregated two-tier society then write to your MP now. (1/4)",English
2021-04-03,About too get this Covid Vaccine … please pray for me cause Ian sign up for this shit,English
2021-04-03,Toronto is struggling to fill vaccine appointments for seniors. Why Ontario’s rollout is missing people in COVID-19 hot spots https://t.co/KuCnmtuLRD via @torontostar,English
2021-04-03,@grahamky I feel that it’s a personal decision.I was offered the vaccine back in Dec since I was working the frontlines w/COVID positive pts.I denied it then &amp; now I’ve had a change of heart.Ppl should do whatever is best for them🤷🏽‍♀️,English
2021-04-03,"NEW: CVS #9501 on 04-05
Address: 2655 Santa Ana Street, South Gate, CA 90280
Posted @ 1617466398
https://t.co/0mws9GGZhU",English
2021-04-03,Hope everybody has a great weekend. Still no vaccine and still 100% Covid free. Thanks to my immune system.😊 https://t.co/7iAxBxb64r,English
2021-04-03,"Vaccine appointments available at Walgreens Saint Louis from Apr 5 to Apr 8. Sign up here, zip code 63113:
https://t.co/z7hLZHrEAo (as of 11:09)",English
2021-04-03,"Vaccine appointments available at Walgreens Saint Louis from Apr 6 to Apr 8. Sign up here, zip code 63108:
https://t.co/z7hLZHrEAo (as of 11:09)",English
2021-04-03,"@Artspeakcentral @e_neko_san @Hades91117954 @slax43 @PriestSanity @Lisatrainer10 @david_starof @iluvdemocracy99 @ladyalmagreen @bilmishmish @Pakeha56 @HebMacMan @angelin80379301 @realHasdaiC @JBarnathan @Real__Ari @MargolisShana @arshadhk1 @TopRantKing @meme_peaks @Chizack @AKMacTavish @Rasputinish @JohnnyR49460689 @no_jew_hate @SamrasWhims @serhumanomiguel @P3ng1z @malkaavram @ZTweetera @SusanStein5 @YarlYOMSBORG @Scripteladora @Ladyjustice1312 @asifal19 @JoeSmithSDK @Leylakhalid22 @anthonyden1 @Gimmietweets @alqudsfreezone @edgyedgy123 @COPIA_COPMA1 @Ojdadana @nierozumie @HarrisMordechai @donnyzal @7_Darkly @ltmytweet @Joseetje4 it's called risk management

Global fatality rate for Covid stands at around 3% we have had millions vaccinated in the UK and yet we have had next to no reports of issues caused by the vaccine itself outside of about 8 deaths from blood clots",English
2021-04-03,"Whoever decided not to make the Covid vaccine card wallet size, fuck you.",English
2021-04-03,Now here is the interesting part of the Danish study - vaccine effectiveness 0-14 days after 1st dose (adjusted) was -40% in LTCF residents age 84 (77-90) Again the confidence interval was huge -62% - 02%. This means more people contracted COVID-19 in the vaccinated group.,English
2021-04-03,Can Employers Require the #COVID19 Vaccine for their Employees - #HR Bartender #LaborLaw #workplace #EmployeeExperience https://t.co/OvlrP0svnP https://t.co/ukBxLZBfpO,English
2021-04-03,"My mom posted in the family group chat that she was getting her first vaccine shot today &amp; I asked how since she had COVID in March.
I told her to call &amp; notify them but instead she went all the way out there just to get rescheduled for June 😂

Why don't parents listen to kids?",English
2021-04-03,Britain trial to test combining two different COVID-19 vaccines in two-shot regimen https://t.co/crqpups455,English
2021-04-03,Millennials to be offered single-shot Johnson &amp; Johnson Covid vaccine to ‘jab and go’ https://t.co/bwu9uc20oh via @Yahoo,English
2021-04-03,Almost 24 hours since my Covid vaccine and I haven't grown a second head or an extra finger .... I think we're good,English
2021-04-03,"“Do Not” Do This After Your COVID Vaccine, CDC Warns https://t.co/4AnGKn2AXB",English
2021-04-03,My father got Covid 3 weeks after getting first dose of @AstraZeneca vaccine. Indian govt changed rules to give 2nd dose after 5 weeks without any data to back it. Wondering if that’s the reason!?,English
2021-04-03,Whoo whoo 🎉1st shot of the Covid vaccine is in the books!!! Didn’t hurt a bit!!!😷😀 https://t.co/wKTrPPRZJ5,English
2021-04-03,"@ace38 @WilliamShatner But yet not proven as well. Got to ask how many who got the vaccine have really been tested? Its also been said that its not 100% as well from getting Covid, just less to no risk of major symptoms or hospitalization. https://t.co/q9c26BQJZm",English
2021-04-03,@jpkADK I had Covid 6 weeks ago so I'm sure that contributed to why I felt awful from the vaccine. It's also why I wanted J&amp;J: so I only had to endure once.,English
2021-04-03,"@AnneWheaton I have not had COVID, I have never had a reaction to a vaccine, and I’m on blood thinners. Science is fun.",English
2021-04-03,"2 locations are available for vaccine appointments:
Southcoast: https://t.co/nhOkjE6h6c
Randolph: https://t.co/9vdWB63SsX https://t.co/HQkO4bO6ZM",English
2021-04-03,Do you support a Covid vaccine passport? https://t.co/8T524l8Tva,English
2021-04-03,@wyffnews4 Well if they already have Covid then the vaccine wouldn't help them.   If they didn't have covid already they shouldnhave stayed the hell home or wore a mask and social distanced since that is supposed to protect you from this virus that has a 99.7% survival rate.,English
2021-04-03,"BREAKING 
Government is going to change the law to allow companies to discriminate against people that use their right to choice and do not take Covid 19 vaccinations.This is on top of Boris Johnson trying to say that 'vaxx-passports' will only last a year https://t.co/wE41pglXEe",English
2021-04-03,"Wes Levitt of Theta Labs talks about the future of Bitcoin and CBDCs, COVID-19 vaccine conspiracies, and his plans to visit Mars. We ask the buidlers in th...Read more: https://t.co/10zsG7IEo4",English
2021-04-03,"Protect your proof of vaccination by laminating your card for FREE at any Office Depot or Office Max through July 25th! 
#vaccine #covid_19 #covidvacccine #uabstudents #uab #coupon https://t.co/hCtNi7iiGJ",English
2021-04-03,"#Shaarli: Vaccine Scheduling, APIs, and (Maybe) Vaccination Passports https://t.co/R8r19hb9Cy #covid #santé #sysadmin",English
2021-04-03,"And what the piece misses, why didnt other nations build capacity to manufacture vaccines? https://t.co/MCmoYFFS6A",English
2021-04-03,@wsvn i’m confused i thought that the vaccine was to keep you from getting covid-19 why are plp so worried about what other plp do?,English
2021-04-03,"Their is no Covid-19 Vaccine that is better than the other... the have the same edficacy; your botch ass won't be hospitalized, okay! MATH!",English
2021-04-03,"Cancer patients can safely get #COVID19 vaccine, #Israeli study shows 
https://t.co/tGkckPN1PY",English
2021-04-03,Can I smoke right after my covid vaccine or no,English
2021-04-03,John Bishop shares selfie with Hugh Bonneville before getting his Covid vaccine https://t.co/HzQt2gfLRP,English
2021-04-03,"NEW: CVS #9852 on 04-06
Address: 11426 Washington Blvd, Washington And Broadway, Whittier, CA 90606
Posted @ 1617466328
https://t.co/0mws9GGZhU",English
2021-04-03,COVID-19 Vaccine ZOMBIE!! Pt 2 Comment !notify in the Chat https://t.co/M6tGmg6kp8,English
2021-04-03,The final insult: Some dying of COVID while awaiting vaccine https://t.co/2JtyiVU2DN,English
2021-04-03,@CubsVikesJoe @JacobWolf It's a vaccine they've been developing for a decade for SARS that's of the same family of COVID. The vaccine IS safe and not getting it is far more dangerous.,English
2021-04-03,"#COVID 
AntiCovid Vaccination in immunocompromised patients. People wth organ/tissue transplant and others who take immune suppressant medications, the anti-Covid vaccine may not be effective in them. They will remain at risk even if vaccinated.",English
2021-04-03,"1️⃣  AU signed a deal with J&amp;J for 220 million vaccine doses
2️⃣ Only 19% of countries include teachers as a priority for vaccines
3️⃣ Several world leaders called for a new pandemic preparedness treaty
Read more weekly headlines &amp; analysis: https://t.co/kskpYbK319 https://t.co/GeJFfyGNzk",English
2021-04-03,"Globally, the latest vaccination rate is 15.6m doses per day. At this pace, it will take another 23 months to cover 75% of the world's population.
https://t.co/7bi2ITrYQq
#COVID19 #vaccination https://t.co/1WdzBsPvHd",English
2021-04-03,"Covid-19 vaccination awareness meetings  in tribal belt of Khedbrahma taluka ... Citizens above 45 years are requested to take vaccine earliest ...
@CollectorSK @pkumarias @GujHFWDept https://t.co/wsmuIbK0v0",English
2021-04-03,@sad3955 @beckjason Because getting the vaccine literally puts COVID into your body so any test they take will come back positive,English
2021-04-03,Vaccine passports: How to prove you've gotten your COVID-19 shots for travel and avoid scams https://t.co/2MOoFr6Gfw,English
2021-04-03,"As of Saturday, Indiana state health officials say a total of 2,973,749 COVID vaccine doses have been administered in Indiana. This includes 1,750,664 first doses, and 1,223,085 people who are fully vaccinated, health officials announce.",English
2021-04-03,🚨500 doses of the Johnson &amp; Johnson #COVID vaccine will be available to  @sunyoswego students next Tuesday. Students received an appointment link via email. Appointments are first come/first serve. @wtop10,English
2021-04-03,COVID-19 Vaccine Wars | ⁦@uSpiked⁩  https://t.co/bYZMu9PaXV,English
2021-04-03,"Dr. Sabella, Chair of Peds ID @CleClinicKids comments on Childhood vaccination for COVID-19, leading the way! https://t.co/MYK5VKSKkY",English
2021-04-03,"(Romans 6:23) Wages of Sin is Death in the Spiritual (Without Christ) In the Natural (Deadly Pandemic, Covid 19) But Gift of God 4 your Soul 2B Saved (Christ) For your Body to be Saved (Mask, Social Distancing, Vaccine) Let’s Be Obedient 2B Saved From Spiritual &amp; Natural Death",English
2021-04-03,@karenfriesen11 @delbigtree Not at all since that’s technically impossible. There have been examples of people thinking they were fully protected after the first dose &amp; thus getting Covid from engaging in more risky behavior but none from the vaccine. It’s literally not possible.,English
2021-04-03,vaccine 1 kicked my ass. every bone hurts. not as bad as both times i had covid but i’m still complaining,English
2021-04-03,"@TheRealPatCash Mr cash, as someone who works on COVID testing and vaccine distribution your tweet is disappointing. You have an opportunity to lead and this is not leadership. This is crap.",English
2021-04-03,"@THENEWENDS In a decade or so, it’ll be very interesting to see who bought up the faltering businesses during the #COVID19 #pandemic and which politicians/policy makers/entrepreneurs they’re acquaintances of...

#COVID #COVIDSecondWave #vaccine #NOVaccinePassports",English
2021-04-03,"@jon_wertheim Pat Cash is not a good person and is not genuinely concerned about what’s in the vaccine, but the answer is simple: mRNA, lipids, salts, sugar, acids: https://t.co/2fD5IC67Pd",English
2021-04-03,"@AjaWerey @olusogaowoeye Try to understand his tweet too. He drew comparison between Chris and Gumi base on Covid vaccine, that they are indifferent. But on the part of Gumi, he has never advocated against collection of the vaccine... Except I don't still understand his tweet on this issue",English
2021-04-03,@TrulyIamEmily @VP .08 percent chance of death. I will roll the dice thanks. Flu vaccine mandated in hospital where I work. covid not.,English
2021-04-03,"Would explain how some IDW / ‘science is science,’ ‘objectivity is objectivity,’ ‘facts are facts’ types slide into COVID / vaccine skepticism and ‘critical critical studies studies postmodernist cultural Marxists race critical theorists theory...are running the world!’ thinking.",English
2021-04-03,"United States &amp; Canada remain in a crises w/ Covid pandemic. None of us are safe. Trump lied &amp;  screwed America. Justin Trudeau tried to supply vaccines, but Harper closed vaccine plants. Delayed import vaccines. FORD failed roll-out. Chaos reigns. Risk Level High 🔴 https://t.co/S964UMPAG5",English
2021-04-03,"@Kyle_Moonlight @hmestedpadre GA. voter laws changing to require picture ID to vote. 

Liberals are standing on their heads because they won't be able to continue to rig elections.

Same photo ID you need to get a COVID vaccine or food stamps and welfare.",English
2021-04-03,Fuhrer Boris Johnson rebellion: PM warned of furious 'push back' over Covid vaccine scheme | UK | News | https://t.co/tPjF4rryR9 https://t.co/qz8bXSbonz,English
2021-04-03,"I know more people who have had adverse side effects from the vaccine then those who actually contracted COVID_19. Why would a healthy young person, with a 99.99% survival rate from COVID19, take an experimental vaccine?

https://t.co/WcCwrcvyhl",English
2021-04-03,"@lmNotWilliam @MWilde2 @nypost You said it: rare. Extremely rare. 

Unlike the risk of covid, which is much, much more dangerous (even to younger people) than a vaccine.",English
2021-04-03,"Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
93-12 Astoria Boulevard, Queens, NY, 11369
(800) 925-4733

https://t.co/mQkpMQZueO",English
2021-04-03,"Vaccine appointments are available at

Rite Aid Pharmacy (Moderna)
122-02 Liberty Avenue, Queens, NY, 11419

https://t.co/Jhe0pdh6xO",English
2021-04-03,"Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
95-11 63rd Drive, Queens, NY, 11374
(800) 925-4733

https://t.co/RTTzLBXNSt",English
2021-04-03,"The only solution is to crack down harder on speech. Only the regime's approved people should be allowed to speak.
https://t.co/rm1KQtqdu3",English
2021-04-03,@garbagerogue @MitchJonez @REALMizkif We have studied the long term effects of this vaccine. What we don't know is how Covid-19 affects us later in life. Feel free to take your chances with a virus. I'll take my chances with modern medicine.,English
2021-04-03,I cannot believe @Walgreens is billing insurances and requires a pharmacy card to get a COVID vaccine.,English
2021-04-03,COVID-19 vaccine introduction: Recaps below in English and French about the first COVID-19 Peer Hub Inter-Country Peer Exchange between the Peer Hub teams from the Democratic Republic of the Congo (DRC) and Ivory Coast https://t.co/cdDblo6FXq,English
2021-04-03,"The Inter-Country Peer Exchange is only possible because, in response to the pandemic in 2020, we co-designed the Peer Hub (https://t.co/cWI1NzOiSP) and rapidly doubled the size of what was already the largest platform for immunization managers.",English
2021-04-03,"She has joined the Inter-Country Peer Exchange (https://t.co/S4h704v0H8) (reserved for COVID-19 Peer Hub Members) organized by the Peer Hub’s DRC Team, which aims to share rapid learning from COVID-19 vaccine introduction.",English
2021-04-03,…COVID-19 vaccine introduction. I am honored to have been invited and pleased to see how this initiative is not only country-led but truly owned and led by its participants.,English
2021-04-03,"The national EPI manager of the Expanded Programme for Immunization (EPI) of the Democratic Republic of the Congo (DRC) just addressed the COVID-19 Peer Hub  (https://t.co/cWI1NzOiSP)Teams from DRC and Ivory Coast, saluting both teams for their effort to prepare and strengthen…",English
2021-04-03,A pertinent question raised by Dr Uppal. Pvt schools must re-look at their policies. Teachers are going to school since May 2020 without respite. #WorkFromHome scrapped. Many of them have contracted #COVID. Not all are eligible for vaccine yet making them prone to infection. 1/2 https://t.co/a6tOtHDJta,English
2021-04-03,"MO: Vaccine appointments available at Walgreens Kansas City from Apr 4 to Apr 8. Sign up here, zip code 64114:
https://t.co/H2fc0PNCUM (as of 11:07)",English
2021-04-03,"Tested positive for Covid on Tuesday,2 days before my 2nd COVID Vaccine. Easter Plans with my kids &amp; family are cancelled. Remember that just because you’ve had one shot doesn’t mean your in the clear. Mask up &amp; social distance this holiday or you may be in my shoes. #covidstinks https://t.co/1iEGKH6tUn",English
2021-04-03,"Can You Take Tylenol, Ibuprofen With the COVID Vaccine? https://t.co/yd4jw99m1e https://t.co/3oudxGfyCw",English
2021-04-03,"@Pollsterking1 Arkansas's already at general availability and Tennessee/Missouri will be in the next week.

A lot of the first states to open it up completely are in the South, probably because they haven't had as much sustained demand as things move along.

https://t.co/o0crf8Ysw0",English
2021-04-03,Living in a hot zone and now eligible for the vaccine and got an appointment for today after a cancelation.  Got three calls from my friends like I'm a covid vaccine dealer. LOL.,English
2021-04-03,"Vaccine passports being developed to verify COVID-19 immunization status and allow inoculated people to more freely travel, shop and dine have become the latest flashpoint in America’s perpetual political wars.
Do you think vaccine passports are ethical?  https://t.co/Zg7bEBkomo",English
2021-04-03,"@Katrina1Kane Time and time again I have to inform people that Hep B vaccine is primarily to protect healthcare staff not the patient 
Measles has an R of 12-15 
Covid R -1 
You have in the past sat next to plenty of people on planes who have never had vaxs for many things",English
2021-04-03,@aaronpartyhard Yep. And herd immunity is still going to have to eventually occur. My guess is that in the future kids will have to get a COVID vaccine to go to school just like how we get the measles vaccine,English
2021-04-03,Ukraine approves Chinese vaccine as COVID-19 cases hit new record high https://t.co/464iPUAXn0 https://t.co/znIzhrJTTy,English
2021-04-03,Pfizer COVID Vaccine Protects for 6 Months or More - WebMD https://t.co/LftUBxIQhj,English
2021-04-03,"I heard people dying after receiving vaccines. Ahm, di naman ako kasama sa priority, pero tanong lang, deliks ba mavaccine-nan ang may family history ng high blood? My parents are worried and they advise me not to accept any Covid vaccine",English
2021-04-03,"NEW: CVS #10223 on 04-05, 04-07
Address: 1151 South Harbor Blvd, La Habra, CA 90631
Posted @ 1617466204
https://t.co/0mws9GGZhU",English
2021-04-03,"Army Spc. Hezekiah J. Pacheco, a combat medical specialist with Task Force Kauai, Hawaii National Guard Joint Task Force, administers the COVID-19 vaccine to eligible Kauai residents https://t.co/Y4DjQfrfQo https://t.co/rjzgCqItPr",English
2021-04-03,Vaccine-themed gear is in high demand on Etsy https://t.co/JnoUdyynTo #vaccines #covid https://t.co/oybSj3N98O,English
2021-04-03,"NEW: CVS #9639 on 04-06
Address: 11940 Garvey Avenue, El Monte, CA 91732
Posted @ 1617466201
https://t.co/0mws9GGZhU",English
2021-04-03,Got my first shot of the COVID vaccine 🥵,English
2021-04-03,"So you’ve gotten vaccinated for COVID-19...what now? Here’s how fully vaccinated people can safely visit with others. #COVID #Novant 

https://t.co/evZylEUbyI",English
2021-04-03,"@DonDavies Just think, if Conservatives hadn’t sold-off Canada’s vaccine manufacturer, we’d be in an even better spot!

Thank you @liberal_party for responding so well in a difficult situation!

#cdnpoli #Canada #Ontario #Alberta #Quebec #Toronto #Calgary #Edmonton #Montreal #COVID",English
2021-04-03,NSU: COVID-19 vaccine mandate is ‘safest path forward’ https://t.co/CbwhhSZOdn,English
2021-04-03,"If you or someone you know needs help finding a COVID vaccine appointment, I am willing to help, especially in NYC, TX, or AL whose systems I've spent the most time on. If you are in TX, I recommend the TX Vaccine Updates slack group - https://t.co/4YnHZBLs8J",English
2021-04-03,"@Chikwe_I @NCDCgov @NphcdaNG @drfaisalshuaib @Fmohnigeria @nighealthwatch @drasatrust @UNICEF_Nigeria @WHONigeria @WMulombo @FMICNigeria @NOA_Nigeria Thank you sir for all you do for humanity. Kindly provide answer to this question ""When is one eligible to get the second dose of astrazeneca covid 19 vaccine, assuming he/she receives the first dose today? Thanks",English
2021-04-03,Which COVID-19 vaccine is the safest?,English
2021-04-03,"@westloats1950 @SharpieDj @speakoutsodem The vaccine does not stop you catching, or transmitting COVID-19. It will reduce your symptoms.",English
2021-04-03,"Vaccine appointments available at Walgreens Saint Louis from Apr 5 to Apr 8. Sign up here, zip code 63116:
https://t.co/z7hLZHrEAo (as of 11:03)",English
2021-04-03,"Vaccine appointments available at Walgreens Saint Louis on Apr 8. Sign up here, zip code 63118:
https://t.co/z7hLZHrEAo (as of 11:03)",English
2021-04-03,"Vaccine appointments available at Walgreens Saint Louis from Apr 6 to Apr 7. Sign up here, zip code 63104:
https://t.co/z7hLZHrEAo (as of 11:03)",English
2021-04-03,"Vaccine appointments available at Walgreens Saint Louis from Apr 6 to Apr 8. Sign up here, zip code 63109:
https://t.co/z7hLZHrEAo (as of 11:03)",English
2021-04-03,"Vaccine appointments available at Walgreens Saint Louis from Apr 6 to Apr 8. Sign up here, zip code 63110:
https://t.co/z7hLZHrEAo (as of 11:03)",English
2021-04-03,"Vaccine appointments available at Walgreens Saint Louis from Apr 6 to Apr 8. Sign up here, zip code 63125:
https://t.co/z7hLZHrEAo (as of 11:03)",English
2021-04-03,"They've just said on 5 news that a bunch of people have died after taking the vaccine... then said that experts said that the risks of the vaccine  don't outweigh the risk of COVID so people should still get it 

They are taking the piss atm.",English
2021-04-03,YES You will Be Forced to Get a COVID-19 Vaccine https://t.co/RyXS40stvV,English
2021-04-03,"Biggest covid play coming. Vote it up. Best vaccine there is #ocgn
#covaxin #BTT https://t.co/qDxMuSKKqz",English
2021-04-03,trying 2 book a covid vaccine appointment and I DONT EVEN KNOW WHERE TO GO,English
2021-04-03,Coronavirus (COVID-19) vaccine adverse reactions - https://t.co/BUd5fQ5LSX https://t.co/ul5wa2XSZw,English
2021-04-03,"@JerseyRizzo be sure to arm yourself. excellent info on the covid shot, why they never were approved in the past &amp; several out right lies . will take 40 minutes but education is key &amp; people should want medical freedom. https://t.co/v0dLLpO1aD",English
2021-04-03,"@cgl5012 I’ve not paid much attention to shingles till doc first prescribed a couple of years ago. Thought THAT was the new vaccine. Maybe it was then. It wasn’t the ‘forever’ new one now.

Got my flu shot this year early on to avoid that extra ordeal with COVID. No reaction this flu shot",English
2021-04-03,2nd COVID vaccine shot and I’m down for the count,English
2021-04-03,"NEW: CVS #9589 on 04-05
Address: 12221 Carson Street, Hawaiian Gardens, CA 90716
Posted @ 1617466137
https://t.co/0mws9GGZhU",English
2021-04-03,"Today, I got my first shot of the Covid-19 vaccine. Thank you to all the staff who made the whole process quick and easy. #YorkRegion #vaccine https://t.co/Is1HANITkg",English
2021-04-03,"Apparently.  currently.  right now. All words used to allay our fears about the safety of the Covid AstraZeneca vaccine. 
#skynews you were just raising fears.",English
2021-04-03,"Happy Saturday everyone!! After suffering some lovely side effects from the covid vaccine, I think we are back on track today with just some muscle aches!
I plan on streaming Paint with Bob Ross today around 2pm!! Stop by for a chill stream :) 

#twitchaffiliate #GetVaccinated",English
2021-04-03,"@ravensspirit68 I'm still glad I'm getting the vaccine. I'm sure it's better than getting COVID. But it has definitely been unpleasant for me. I made sure I didn't have to do ANYTHING for at least a few days post. Stocked fridge, etc. Plan for the worst, hope for the best! My motto in life!",English
2021-04-03,I’m so proud of my dad for getting his covid vaccine. He’s a Pfizer king,English
2021-04-03,"@stillgray Socialism! Who's verifying the covid proof? This should put fans over the edge! Just don't open, for God's sake! Americans are going to tire quickly of government/big business control of sports, jobs, restaurants, school, vacation spots, etc. by requiring vaccine ""passports"".",English
2021-04-03,Florida governor signs executive order that bans mandated use of Covid-19 vaccine passports https://t.co/DlYv5tDiw2,English
2021-04-03,@AtlantaRodgers @Notyour28981739 People forget this so-called vaccine is experimental. Can’t sue the makers if health problems arise from vaccine or worse...And some life insurance policies are not paying out if they deem the death is a result of the covid-19 vaccine. I Know if an incident personally.,English
2021-04-03,"@marceelias Here are the differences in this April 1, 2021, ABC report (11th paragraph) ""These definitions matter.""
https://t.co/0ubXEC4aoi",English
2021-04-03,i got my first covid vaccine today woo,English
2021-04-03,YALL MY PARENTS ARE ELIGIBLE FOR THE COVID VACCINE CAN I GET A POG,English
2021-04-03,"Covid-19: Seven UK blood clot deaths after AstraZeneca vaccine

""The Medicines and Healthcare Products Regulatory Agency says the benefits continue to outweigh any risk.""

https://t.co/8UaKxik1zd",English
2021-04-03,John Bishop shares selfie with Hugh Bonneville before getting his Covid vaccine https://t.co/HOw5OYOAyj,English
2021-04-03,"When 2 soyboy speaking so fast with an 248hrz shit elevator music with pseudoscience facts... it make me want to #justsayno more!

My Body
My Soul
My Freewill

What say you? @jacquesjazz44 @dystoman 

What The COVID Vaccine Does To Your Body https://t.co/krsNY8vTSJ via @YouTube",English
2021-04-03,"8-year-old Texas boy administered coronavirus vaccine by mistake

https://t.co/OgJgTLV4UR",English
2021-04-03,"@WilsonKM2 @mini_bubbly I'm fascinated by the COVID deaths curve flattening for people over 80, but still increasing for younger age groups.  Seems to me to be due to vaccinations, and highlighting this type of stat could help with vaccine hesitancy.",English
2021-04-03,"I'm hoping re-election announcement in Maharashtra to end Covid before vaccine do😂
#maharashtralockdown #vaccine",English
2021-04-03,"@stoolpresidente Dave, Take a stand against any or all covid vaccine passports",English
2021-04-03,"@thereds8 Especially with only a single dose out of two and a too long wait for the second dose, there will be many people getting it while they wait in the governments ""special"" science and 4 month wait in between.
https://t.co/TWhgpxuDtb",English
2021-04-03,"Why are Covid Survivors being made to take the vaccine when they already have natural immunity? 
Why are they trying to hide this information?

https://t.co/hcTBOmawQP

https://t.co/wmlDm7SXnT https://t.co/czBdF5hNyD",English
